"RA"	"PLOT"	"DATE"	"CREW"	"S."	"INV"	"NT/MT"	"TREE_CODE"	"DBH"	"GAP"	"COND"	"CC"	"ST"	"LI"	"BAD"	"NOTES"
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	12.00	2.00		"ABBA"	6.30	0		"D"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	12.00	3.00		"ABBA"	8.00		0		"C"	0		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	12.00	4.00		"ABBA"	8.90		0		"C"	1		
4.00	"A9"	7/25/1995 0:00:00	"KB, DS"	13.00	1.00	"NT"	"ABBA"	3.20	0		"I"				
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	13.00	2.00		"ABBA"	4.40	0		"I"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	13.00	3.00		"ABBA"	4.80		0		"C"	0		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	13.00	4.00		"ABBA"	5.30		0		"C"	0		
4.00	"A9"	7/25/1995 0:00:00	"KB, DS"	14.00	1.00	"NT"	"ABBA"	4.70	0		"C"				
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	14.00	2.00		"ABBA"	6.40	0		"C"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	14.00	3.00		"ABBA"	7.70		0		"C"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	14.00	4.00		"ABBA"	9.40		0		"C"	2		
4.00	"A9"	7/25/1995 0:00:00	"KB, DS"	15.00	1.00	"NT"	"ABBA"	1.80	0		"O"				
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	15.00	2.00		"ABBA"	2.50	0		"O"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	15.00	3.00		"ABBA"	3.20		0		"D"	0		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	15.00	4.00		"ABBA"	2.60		0		"D"	1		
4.00	"A9"	7/25/1995 0:00:00	"KB, DS"	16.00	1.00	"NT"	"ABBA"	7.00	0		"D"				
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	16.00	2.00		"ABBA"	9.20	0		"D"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	16.00	3.00		"ABBA"			-1					
4.00	"A9"	7/25/1995 0:00:00	"KB, DS"	17.00	1.00	"NT"	"ABBA"	7.00	0		"D"				
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	17.00	2.00		"ABBA"	7.50	0		"C"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	17.00	3.00		"ABBA"			9					
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	17.00	4.00		"ABBA"			9					
4.00	"A9"	7/25/1995 0:00:00	"KB, DS"	18.00	1.00	"NT"	"ABBA"	4.50	0		"O"				
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	18.00	2.00		"ABBA"	4.70	0		"I"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	18.00	3.00		"ABBA"	5.10		0		"C"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	18.00	4.00		"ABBA"	5.30		0		"C"	0		
4.00	"A9"	7/25/1995 0:00:00	"KB, DS"	19.00	1.00	"NT"	"ABBA"	2.30	1		"O"				
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	19.00	2.00		"ABBA"	3.40	1		"I"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	19.00	3.00		"ABBA"	4.20		0		"C"	0		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	19.00	4.00		"ABBA"	4.50		0		"D"	1		
4.00	"A9"	7/25/1995 0:00:00	"KB, DS"	20.00	1.00	"NT"	"ABBA"	7.50	1		"D"				
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	20.00	2.00		"ABBA"	8.70	1		"D"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	20.00	3.00		"ABBA"			-1					
4.00	"A9"	7/25/1995 0:00:00	"KB, DS"	21.00	1.00	"NT"	"ABBA"	4.60	1		"O"				
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	21.00	2.00		"ABBA"	5.00	1		"I"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	21.00	3.00		"ABBA"	5.50		0		"C"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	21.00	4.00		"ABBA"	5.70		0		"D"	0		
4.00	"A9"	7/25/1995 0:00:00	"KB, DS"	22.00	1.00	"NT"	"ABBA"	2.90	1		"I"				
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	22.00	2.00		"ABBA"	3.30	1		"I"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	22.00	3.00		"ABBA"	3.80		0		"D"	0		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	22.00	4.00		"ABBA"	4.10		0		"D"	0		
4.00	"A9"	7/25/1995 0:00:00	"KB, DS"	23.00	1.00	"NT"	"ABBA"	3.80	1		"I"				
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	23.00	2.00		"ABBA"	5.00	1		"C"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	23.00	3.00		"ABBA"	6.60		0		"C"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	23.00	4.00		"ABBA"	7.40		0		"D"	1		
4.00	"A9"	7/25/1995 0:00:00	"KB, DS"	24.00	1.00	"NT"	"ABBA"	3.90	1		"I"				
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	24.00	2.00		"ABBA"	5.20	1		"I"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	24.00	3.00		"ABBA"	6.80		0		"C"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	24.00	4.00		"ABBA"	7.20		0		"D"	2		
4.00	"A9"	7/25/1995 0:00:00	"KB, DS"	25.00	1.00	"NT"	"ABBA"	2.40	1		"O"				
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	25.00	2.00		"ABBA"	3.50	1		"I"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	25.00	3.00		"ABBA"	5.10		0		"C"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	25.00	4.00		"ABBA"	6.20		0		"D"	1		
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	26.00	2.00	"NT"	"ABBA"	1.50	0		"O"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	26.00	3.00		"ABBA"	3.20		0		"D"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	26.00	4.00		"ABBA"	4.60		0		"C"	1		
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	27.00	2.00	"NT"	"ABBA"	5.90	0		"C"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	27.00	3.00		"ABBA"	7.00		0		"C"	0		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	27.00	4.00		"ABBA"	7.10		0		"C"	1		
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	28.00	2.00	"NT"	"ABBA"	4.50	1		"C"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	28.00	3.00		"ABBA"	6.60		0		"C"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	28.00	4.00		"ABBA"	7.40		0		"C"	2		
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	29.00	2.00	"NT"	"ABBA"	2.20	1		"I"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	29.00	3.00		"ABBA"	3.60		0		"C"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	29.00	4.00		"ABBA"	5.10		0		"C"	2		
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	30.00	2.00	"NT"	"ABBA"	5.70	0		"I"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	30.00	3.00		"ABBA"			8					
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	31.00	2.00	"NT"	"ABBA"	2.90	0		"I"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	31.00	3.00		"ABBA"			8					
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	32.00	2.00	"NT"	"ABBA"	2.30	0		"O"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	32.00	3.00		"ABBA"	3.00		0		"D"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	32.00	4.00		"ABBA"	3.40		0		"D"	0		
4.00	"A9"	6/1/2001 0:00:00	"LC, BP, MP"	33.00	2.00	"NT"	"ABBA"	3.10	0		"I"				
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	33.00	3.00		"ABBA"	4.00		0		"D"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	33.00	4.00		"ABBA"	4.30		0		"D"	0		
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	34.00	3.00	"NT"	"ABBA"	1.60		0		"D"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	34.00	4.00		"ABBA"			9					
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	35.00	3.00	"NT"	"ABBA"	2.30		0		"D"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	35.00	4.00		"ABBA"	3.80		0		"C"	1		
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	36.00	3.00	"NT"	"ABBA"	2.20		0		"D"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	36.00	4.00		"ABBA"	2.80		0		"D"	0		
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	37.00	3.00	"NT"	"ABBA"	2.10		0		"D"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	37.00	4.00		"ABBA"	2.80		0		"D"	1		
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	38.00	3.00	"NT"	"ABBA"	2.00		0		"D"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	38.00	4.00		"ABBA"	2.90		0		"D"	0		
4.00	"A9"	7/1/2006 0:00:00	"ST,AS,MJ"	39.00	3.00	"NT"	"ABBA"	1.80		0		"D"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	39.00	4.00		"ABBA"	2.90		0		"D"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	40.00	4.00	"NT"	"ABBA"	2.20		0		"D"	0		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	41.00	4.00	"NT"	"ABBA"	1.90		0		"D"	0		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	42.00	4.00	"NT"	"ABBA"	2.00		0		"D"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	43.00	4.00	"NT"	"ABBA"	2.00		0		"D"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	44.00	4.00	"NT"	"ABBA"	7.10		0		"C"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	45.00	4.00	"NT"	"ABBA"	1.80		0		"D"	0		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	46.00	4.00	"NT"	"ABBA"	4.90		0		"C"	0		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	47.00	4.00	"NT"	"ABBA"	3.20		0		"D"	2		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	48.00	4.00	"NT"	"ABBA"	2.30		0		"D"	1		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	49.00	4.00	"NT"	"ABBA"	3.60		0		"D"	2		
4.00	"A9"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	50.00	4.00	"NT"	"ABBA"	1.50		0		"D"	0		
4.00	"B10"	7/25/1995 0:00:00	"MM, MM, TT"	1.00	1.00	"NT"	"ABBA"	2.50	0		"C"				
4.00	"B10"	6/1/2001 0:00:00	"LC, BP, MP"	1.00	2.00		"ABBA"	2.60	0		"O"				
4.00	"B10"	7/1/2006 0:00:00	"ST,AS,MJ"	1.00	3.00		"ABBA"	3.20		0		"D"	0		
4.00	"B10"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	1.00	4.00		"ABBA"			9					
4.00	"B10"	7/25/1995 0:00:00	"MM, MM, TT"	2.00	1.00	"NT"	"ACSA"	2.80	0		"D"				
4.00	"B10"	6/1/2001 0:00:00	"LC, BP, MP"	2.00	2.00		"ACSA"	2.60	0	3	"I"				
4.00	"B10"	7/1/2006 0:00:00	"ST,AS,MJ"	2.00	3.00		"ACSA"	2.90		34		"D"	0		
4.00	"B10"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	2.00	4.00		"ACSA"			9					
4.00	"B10"	7/25/1995 0:00:00	"MM, MM, TT"	3.00	1.00	"NT"	"ABBA"	2.20	0		"C"				
4.00	"B10"	6/1/2001 0:00:00	"LC, BP, MP"	3.00	2.00		"ABBA"	3.30	0		"O"				
4.00	"B10"	7/1/2006 0:00:00	"ST,AS,MJ"	3.00	3.00		"ABBA"	3.50		0		"D"	0		
4.00	"B10"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	3.00	4.00		"ABBA"	3.90	0	0		"D"	0		
4.00	"B10"	7/25/1995 0:00:00	"MM, MM, TT"	4.00	1.00	"NT"	"ABBA"	2.90	0		"C"				
4.00	"B10"	6/1/2001 0:00:00	"LC, BP, MP"	4.00	2.00		"ABBA"	3.00	0		"O"				
4.00	"B10"	7/1/2006 0:00:00	"ST,AS,MJ"	4.00	3.00		"ABBA"	3.10		0		"D"	0		
4.00	"B10"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	4.00	4.00		"ABBA"			9					
4.00	"B10"	7/25/1995 0:00:00	"MM, MM, TT"	5.00	1.00	"NT"	"ABBA"	5.50	0		"C"				
4.00	"B10"	6/1/2001 0:00:00	"LC, BP, MP"	5.00	2.00		"ABBA"	5.30	0		"C"				
4.00	"B10"	7/1/2006 0:00:00	"ST,AS,MJ"	5.00	3.00		"ABBA"	6.50		0		"D"	0		
4.00	"B10"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	5.00	4.00		"ABBA"			9					
4.00	"B10"	7/25/1995 0:00:00	"MM, MM, TT"	6.00	1.00	"NT"	"ACSA"	4.20	0		"D"				
4.00	"B10"	6/1/2001 0:00:00	"LC, BP, MP"	6.00	2.00		"ACSA"			8					
4.00	"B10"	7/25/1995 0:00:00	"MM, MM, TT"	7.00	1.00	"NT"	"ACSA"	8.10	0		"D"				
4.00	"B10"	6/1/2001 0:00:00	"LC, BP, MP"	7.00	2.00		"ACSA"	9.10	0		"D"				
4.00	"B10"	7/1/2006 0:00:00	"ST,AS,MJ"	7.00	3.00		"ACSA"			-1					
4.00	"B10"	7/25/1995 0:00:00	"MM, MM, TT"	8.00	1.00	"NT"	"BEAL"	6.50	0		"D"				
4.00	"B10"	6/1/2001 0:00:00	"LC, BP, MP"	8.00	2.00		"BEAL"	6.60	0		"D"				
4.00	"B10"	7/1/2006 0:00:00	"ST,AS,MJ"	8.00	3.00		"BEAL"	7.40		0		"C"	0		
4.00	"B10"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	8.00	4.00		"BEAL"	7.30	0	0		"C"	0		
4.00	"B10"	7/25/1995 0:00:00	"MM, MM, TT"	9.00	1.00	"NT"	"ABBA"	5.10	0		"C"				
4.00	"B10"	6/1/2001 0:00:00	"LC, BP, MP"	9.00	2.00		"ABBA"	6.30	0		"I"				
4.00	"B10"	7/1/2006 0:00:00	"ST,AS,MJ"	9.00	3.00		"ABBA"	6.30		0		"C"	0		
4.00	"B10"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	9.00	4.00		"ABBA"	6.90	0	0		"C"	0		
4.00	"B10"	7/25/1995 0:00:00	"MM, MM, TT"	10.00	1.00	"NT"	"ABBA"	5.80	0		"C"				
4.00	"B10"	6/1/2001 0:00:00	"LC, BP, MP"	10.00	2.00		"ABBA"			9					
4.00	"B10"	7/25/1995 0:00:00	"MM, MM, TT"	11.00	1.00	"NT"	"ACRU"	7.80	0		"D"				
4.00	"B10"	6/1/2001 0:00:00	"LC, BP, MP"	11.00	2.00		"ACRU"	8.00	0		"D"				
4.00	"B10"	7/1/2006 0:00:00	"ST,AS,MJ"	11.00	3.00		"ACRU"	8.80		0		"B"	0		
4.00	"B10"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	11.00	4.00		"ACRU"	8.70	0	0		"C"	1		
4.00	"B10"	7/25/1995 0:00:00	"MM, MM, TT"	12.00	1.00	"NT"	"ABBA"	6.10	0		"D"				
4.00	"B10"	6/1/2001 0:00:00	"LC, BP, MP"	12.00	2.00		"ABBA"	6.10	0		"I"				
4.00	"B10"	7/1/2006 0:00:00	"ST,AS,MJ"	12.00	3.00		"ABBA"	6.70		0		"D"	0		
4.00	"B10"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	12.00	4.00		"ABBA"	6.60	0	0		"C"	1		
4.00	"B10"	7/25/1995 0:00:00	"MM, MM, TT"	13.00	1.00	"NT"	"ABBA"	1.90	0		"I"				
4.00	"B10"	6/1/2001 0:00:00	"LC, BP, MP"	13.00	2.00		"ABBA"	2.30	0		"I"				
4.00	"B10"	7/1/2006 0:00:00	"ST,AS,MJ"	13.00	3.00		"ABBA"	3.00		0		"D"	0		
4.00	"B10"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	13.00	4.00		"ABBA"	2.80	0	0		"D"	0		"Previous measure low"
4.00	"B10"	7/25/1995 0:00:00	"MM, MM, TT"	14.00	1.00	"NT"	"TSCA"		0		"D"				
4.00	"B10"	6/1/2001 0:00:00	"LC, BP, MP"	14.00	2.00		"TSCA"	9.00	0		"C"				
4.00	"B10"	7/1/2006 0:00:00	"ST,AS,MJ"	14.00	3.00		"TSCA"			-1					
4.00	"B10"	7/21/2010 0:00:00	"KB;SJ;HV;AS"	14.00	4.00	"NT"	"ABBA"	2.10	0	0		"D"	0		
4.00	"B2"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	1.00	1.00	"NT"	"ABBA"	2.00	0		"C"				
4.00	"B2"	5/30/2001 0:00:00	"LC, BP, MP"	1.00	2.00		"ABBA"	2.00	0		"I"				
4.00	"B2"	7/1/2006 0:00:00	"ST,GL,MJ,KG"	1.00	3.00		"ABBA"	2.30		0		"D"	0		
4.00	"B2"	7/15/2010 0:00:00	"AB;AS"	1.00	4.00		"ABBA"			9					
4.00	"B2"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	2.00	1.00	"NT"	"ABBA"	1.90	0		"C"				
4.00	"B2"	5/30/2001 0:00:00	"LC, BP, MP"	2.00	2.00		"ABBA"	2.10	0		"C"				
4.00	"B2"	7/1/2006 0:00:00	"ST,GL,MJ,KG"	2.00	3.00		"ABBA"	2.40		0		"D"	0		
4.00	"B2"	7/15/2010 0:00:00	"AB;AS"	2.00	4.00		"ABBA"	2.50		0		"D"	1		
4.00	"B2"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	3.00	1.00	"NT"	"ABBA"	2.60	0		"C"				
4.00	"B2"	5/30/2001 0:00:00	"LC, BP, MP"	3.00	2.00		"ABBA"	3.20	0		"C"				
4.00	"B2"	7/1/2006 0:00:00	"ST,GL,MJ,KG"	3.00	3.00		"ABBA"	4.10		0		"D"	1		
4.00	"B2"	7/15/2010 0:00:00	"AB;AS"	3.00	4.00		"ABBA"	4.40		0		"D"	1		
4.00	"B2"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	4.00	1.00	"NT"	"ACRU"	9.30	0		"D"				
4.00	"B2"	5/30/2001 0:00:00	"LC, BP, MP"	4.00	2.00		"ACRU"			-1					
4.00	"B2"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	5.00	1.00	"NT"	"TSCA"	4.00	0		"C"				
4.00	"B2"	5/30/2001 0:00:00	"LC, BP, MP"	5.00	2.00		"TSCA"	5.20	0		"D"				
4.00	"B2"	7/1/2006 0:00:00	"ST,GL,MJ,KG"	5.00	3.00		"TSCA"	6.10		0		"C"	0		
4.00	"B2"	7/15/2010 0:00:00	"AB;AS"	5.00	4.00		"TSCA"	7.00		0		"C"	1		
4.00	"B2"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	6.00	1.00	"NT"	"ABBA"	2.30	0		"I"				
4.00	"B2"	5/30/2001 0:00:00	"LC, BP, MP"	6.00	2.00		"ABBA"	2.70	0		"I"				
4.00	"B2"	7/1/2006 0:00:00	"ST,GL,MJ,KG"	6.00	3.00		"ABBA"	3.10		0		"D"	0		
4.00	"B2"	7/15/2010 0:00:00	"AB;AS"	6.00	4.00		"ABBA"	3.10		5		"D"	0		
4.00	"B2"	5/30/2001 0:00:00	"LC, BP, MP"	7.00	2.00	"NT"	"ABBA"	1.50	0		"C"				
4.00	"B2"	7/1/2006 0:00:00	"ST,GL,MJ,KG"	7.00	3.00		"ABBA"			9					
4.00	"B2"	7/15/2010 0:00:00	"AB;AS"	7.00	4.00		"ABBA"			9					
4.00	"B2"	5/30/2001 0:00:00	"LC, BP, MP"	8.00	2.00	"NT"	"ABBA"	1.80	0		"I"				
4.00	"B2"	7/1/2006 0:00:00	"ST,GL,MJ,KG"	8.00	3.00		"ABBA"	2.30		0		"D"	0		
4.00	"B2"	7/15/2010 0:00:00	"AB;AS"	8.00	4.00		"ABBA"	2.70		0		"D"	0		
4.00	"B2"	5/30/2001 0:00:00	"LC, BP, MP"	9.00	2.00	"NT"	"ABBA"	1.70	0		"C"				
4.00	"B2"	7/1/2006 0:00:00	"ST,GL,MJ,KG"	9.00	3.00		"ABBA"			9					
4.00	"B2"	7/15/2010 0:00:00	"AB;AS"	9.00	4.00		"ABBA"			9					
4.00	"B2"	7/15/2010 0:00:00	"AB;AS"	10.00	4.00	"NT"	"ABBA"	2.10		0		"D"	0		
4.00	"B2"	7/15/2010 0:00:00	"AB;AS"	11.00	4.00	"NT"	"ABBA"	2.00		0		"D"	0		
4.00	"B2"	7/15/2010 0:00:00	"AB;AS"	12.00	4.00	"NT"	"ABBA"	1.70		0		"D"	0		
4.00	"B2"	7/15/2010 0:00:00	"AB;AS"	13.00	4.00	"NT"	"ABBA"	2.30		0		"D"	0		
4.00	"B3"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	1.00	1.00	"NT"	"ABBA"	2.90	0		"C"				
4.00	"B3"	6/1/2001 0:00:00	"MRS, JB, ML"	1.00	2.00		"ABBA"			8					
4.00	"B3"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	2.00	1.00	"NT"	"ABBA"	3.60	0		"C"				
4.00	"B3"	6/1/2001 0:00:00	"MRS, JB, ML"	2.00	2.00		"ABBA"	3.80	0	4	"C"				
4.00	"B3"	7/1/2006 0:00:00	"ST,AS,MJ"	2.00	3.00		"ABBA"			8					
4.00	"B3"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	3.00	1.00	"NT"	"ABBA"	5.20	0		"C"				
4.00	"B3"	6/1/2001 0:00:00	"MRS, JB, ML"	3.00	2.00		"ABBA"			8					
4.00	"B3"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	4.00	1.00	"NT"	"PIRU"	5.90	0		"C"				
4.00	"B3"	6/1/2001 0:00:00	"MRS, JB, ML"	4.00	2.00		"PIRU"			8					
4.00	"B3"	7/1/2006 0:00:00	"ST,AS,MJ"	4.00	3.00		"PIRU"			9					
4.00	"B3"	7/13/2010 0:00:00	"AB;AS"	4.00	4.00		"PIRU"			9					
4.00	"B3"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	5.00	1.00	"NT"	"ABBA"	8.80	0		"D"				
4.00	"B3"	6/1/2001 0:00:00	"MRS, JB, ML"	5.00	2.00		"ABBA"			8					
4.00	"B3"	7/1/2006 0:00:00	"ST,AS,MJ"	5.00	3.00		"ABBA"			9					
4.00	"B3"	7/13/2010 0:00:00	"AB;AS"	5.00	4.00		"ABBA"			9					
4.00	"B3"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	6.00	1.00	"NT"	"ABBA"	1.80	0		"O"				
4.00	"B3"	6/1/2001 0:00:00	"MRS, JB, ML"	6.00	2.00		"ABBA"			8					
4.00	"B3"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	7.00	1.00	"NT"	"ABBA"	2.00	0		"I"				
4.00	"B3"	6/1/2001 0:00:00	"MRS, JB, ML"	7.00	2.00		"ABBA"	2.60	0		"I"				
4.00	"B3"	7/1/2006 0:00:00	"ST,AS,MJ"	7.00	3.00		"ABBA"	3.50		0		"D"	1		
4.00	"B3"	7/13/2010 0:00:00	"AB;AS"	7.00	4.00		"ABBA"	4.30		0		"D"	1		
4.00	"B3"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	8.00	1.00	"NT"	"ABBA"	1.60	0		"I"				
4.00	"B3"	6/1/2001 0:00:00	"MRS, JB, ML"	8.00	2.00		"ABBA"			8					
4.00	"B3"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	9.00	1.00	"NT"	"ABBA"	2.80	0		"I"				
4.00	"B3"	6/1/2001 0:00:00	"MRS, JB, ML"	9.00	2.00		"ABBA"	3.10	0		"C"				
4.00	"B3"	7/1/2006 0:00:00	"ST,AS,MJ"	9.00	3.00		"ABBA"	3.60		0		"D"	1		
4.00	"B3"	7/13/2010 0:00:00	"AB;AS"	9.00	4.00		"ABBA"	3.80		5		"D"	1		
4.00	"B3"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	10.00	1.00	"NT"	"ABBA"	8.00	0		"D"				
4.00	"B3"	6/1/2001 0:00:00	"MRS, JB, ML"	10.00	2.00		"ABBA"			8					
4.00	"B3"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	11.00	1.00	"NT"	"ABBA"	2.10	0		"I"				
4.00	"B3"	6/1/2001 0:00:00	"MRS, JB, ML"	11.00	2.00		"ABBA"	2.50	0		"I"				
4.00	"B3"	7/1/2006 0:00:00	"ST,AS,MJ"	11.00	3.00		"ABBA"	2.90		0		"D"	1		
4.00	"B3"	7/13/2010 0:00:00	"AB;AS"	11.00	4.00		"ABBA"	3.00		0		"D"	1		
4.00	"B3"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	12.00	1.00	"NT"	"ABBA"	5.30	0		"C"				
4.00	"B3"	6/1/2001 0:00:00	"MRS, JB, ML"	12.00	2.00		"ABBA"	6.00	0		"D"				
4.00	"B3"	7/1/2006 0:00:00	"ST,AS,MJ"	12.00	3.00		"ABBA"	6.50		0		"C"	1		
4.00	"B3"	7/13/2010 0:00:00	"AB;AS"	12.00	4.00		"ABBA"	8.30		0		"D"	1		
4.00	"B3"	7/24/1995 0:00:00	"DS, KB, MM, MM, TT"	13.00	1.00	"NT"	"ABBA"	3.80	0		"I"				
4.00	"B3"	6/1/2001 0:00:00	"MRS, JB, ML"	13.00	2.00		"ABBA"	4.20	0	45	"O"				
4.00	"B3"	7/1/2006 0:00:00	"ST,AS,MJ"	13.00	3.00		"ABBA"			9					
