"RA"	"PLOT"	"DATE"	"CREW"	"S."	"INV"	"NT/MT"	"TREE_CODE"	"DBH"	"GAP"	"COND"	"CC"	"ST"	"LI"	"BAD"	"NOTES"
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	85.00	4.00	"NT"	"ACRU"	2.90		0		"D"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	86.00	4.00	"NT"	"ABBA"	4.10		0		"D"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	87.00	4.00	"NT"	"ABBA"	4.90		0		"D"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	88.00	4.00	"NT"	"ABBA"	2.10		0		"D"	3		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	89.00	4.00	"NT"	"ABBA"	5.00		0		"D"	2		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	90.00	4.00	"NT"	"ABBA"	4.70		0		"D"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	91.00	4.00	"NT"	"ABBA"	4.30		0		"D"	2		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	92.00	4.00	"NT"	"PIST"	1.70		0		"D"	1		"weevil"
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	93.00	4.00	"NT"	"ABBA"	4.80		0		"D"	3		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	94.00	4.00	"NT"	"ABBA"	1.90		0		"D"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	95.00	4.00	"NT"	"ABBA"	2.90		0		"D"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	96.00	4.00	"NT"	"ABBA"	4.50		0		"D"	2		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	97.00	4.00	"NT"	"ACRU"	1.90		0		"D"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	98.00	4.00	"NT"	"POTR"	1.90		0		"D"	1		
1.00	"G4"	8/2/1995 0:00:00	"DS, KB, MM, TT"	1.00	1.00	"NT"	"OSVI"	5.90	0		"C"				
1.00	"G4"	6/26/2000 0:00:00	"LC, DH, RS"	1.00	2.00		"OSVI"	6.10	0		"I"				
1.00	"G4"	4/1/2005 0:00:00	"MRSSTKB"	1.00	3.00		"OSVI"	6.70		0		"C"	0		
1.00	"G4"	6/3/2010 0:00:00	"HV;JA;KB;BR;AR"	1.00	4.00		"OSVI"	7.30	0	0		"C"	1		
1.00	"G4"	8/2/1995 0:00:00	"DS, KB, MM, TT"	2.00	1.00	"NT"	"ACSA"	8.00	0		"D"				
1.00	"G4"	6/26/2000 0:00:00	"LC, DH, RS"	2.00	2.00		"ACSA"	9.10	0		"I"				
1.00	"G4"	4/1/2005 0:00:00	"MRSSTKB"	2.00	3.00		"ACSA"	9.40		34		"C"	0		
1.00	"G4"	6/3/2010 0:00:00	"HV;JA;KB;BR;AR"	2.00	4.00		"ACSA"			8					
1.00	"G4"	8/2/1995 0:00:00	"DS, KB, MM, TT"	3.00	1.00	"NT"	"TSCA"	7.30	0		"I"				
1.00	"G4"	6/26/2000 0:00:00	"LC, DH, RS"	3.00	2.00		"TSCA"	8.90	0		"O"				
1.00	"G4"	4/1/2005 0:00:00	"MRSSTKB"	3.00	3.00		"TSCA"			-1					
1.00	"G4"	8/2/1995 0:00:00	"DS, KB, MM, TT"	4.00	1.00	"NT"	"OSVI"	6.10	0		"C"				
1.00	"G4"	6/26/2000 0:00:00	"LC, DH, RS"	4.00	2.00		"OSVI"			8					
1.00	"G4"	8/2/1995 0:00:00	"DS, KB, MM, TT"	5.00	1.00	"NT"	"TSCA"	5.00	0		"O"				
1.00	"G4"	6/26/2000 0:00:00	"LC, DH, RS"	5.00	2.00		"TSCA"			9					
1.00	"G4"	8/2/1995 0:00:00	"DS, KB, MM, TT"	6.00	1.00	"NT"	"TSCA"	4.00	0		"I"				
1.00	"G4"	6/26/2000 0:00:00	"LC, DH, RS"	6.00	2.00		"TSCA"	4.10	0	5	"O"				
1.00	"G4"	4/1/2005 0:00:00	"MRSSTKB"	6.00	3.00		"TSCA"			9					
1.00	"G4"	6/3/2010 0:00:00	"HV;JA;KB;BR;AR"	6.00	4.00		"TSCA"			9					
1.00	"G4"	8/2/1995 0:00:00	"DS, KB, MM, TT"	7.00	1.00	"NT"	"TSCA"	7.20	0		"C"				
1.00	"G4"	6/26/2000 0:00:00	"LC, DH, RS"	7.00	2.00		"TSCA"	8.90	0	5	"O"				
1.00	"G4"	4/1/2005 0:00:00	"MRSSTKB"	7.00	3.00		"TSCA"			-1					
1.00	"G4"	8/2/1995 0:00:00	"DS, KB, MM, TT"	8.00	1.00	"NT"	"ACRU"	7.10	0		"D"				
1.00	"G4"	6/26/2000 0:00:00	"LC, DH, RS"	8.00	2.00		"ACRU"			9					
1.00	"G4"	8/2/1995 0:00:00	"DS, KB, MM, TT"	9.00	1.00	"NT"	"ACSA"	5.60	0		"C"				
1.00	"G4"	6/26/2000 0:00:00	"LC, DH, RS"	9.00	2.00		"ACSA"	5.50	0		"O"				
1.00	"G4"	4/1/2005 0:00:00	"MRSSTKB"	9.00	3.00		"ACSA"	5.80		35		"C"	0		
1.00	"G4"	6/3/2010 0:00:00	"HV;JA;KB;BR;AR"	9.00	4.00		"ACSA"	5.90	0	3		"D"	0		"Dead top"
1.00	"G4"	8/2/1995 0:00:00	"DS, KB, MM, TT"	10.00	1.00	"NT"	"ACSA"	5.60	0		"I"				
1.00	"G4"	6/26/2000 0:00:00	"LC, DH, RS"	10.00	2.00		"ACSA"	5.80	0		"I"				
1.00	"G4"	4/1/2005 0:00:00	"MRSSTKB"	10.00	3.00		"ACSA"	6.40		0		"C"	0		
1.00	"G4"	6/3/2010 0:00:00	"HV;JA;KB;BR;AR"	10.00	4.00		"ACSA"	6.30	0	0		"C"	1		
1.00	"G4"	8/2/1995 0:00:00	"DS, KB, MM, TT"	11.00	1.00	"NT"	"ACSA"	6.20	0		"C"				
1.00	"G4"	6/26/2000 0:00:00	"LC, DH, RS"	11.00	2.00		"ACSA"			8					
1.00	"G4"	6/26/2000 0:00:00	"LC, DH, RS"	12.00	2.00	"NT"	"OSVI"	6.10	0		"O"				
1.00	"G4"	4/1/2005 0:00:00	"MRSSTKB"	12.00	3.00		"OSVI"	6.60		5		"C"	0		
1.00	"G4"	6/3/2010 0:00:00	"HV;JA;KB;BR;AR"	12.00	4.00		"OSVI"	7.00	0	5		"D"	1		
1.00	"G5"	8/2/1995 0:00:00	"DS, KB, MM, TT"	1.00	1.00	"NT"	"TSCA"	7.30	0		"C"				
1.00	"G5"	6/26/2000 0:00:00	"LC, DH, RS"	1.00	2.00		"TSCA"	8.00	0		"O"				
1.00	"G5"	4/1/2005 0:00:00	"MRSKKJW"	1.00	3.00		"TSCA"	8.90		0		"C"	0		
1.00	"G5"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	1.00	4.00		"TSCA"			-1					
1.00	"G5"	8/2/1995 0:00:00	"DS, KB, MM, TT"	2.00	1.00	"NT"	"TSCA"	6.20	0		"I"				
1.00	"G5"	6/26/2000 0:00:00	"LC, DH, RS"	2.00	2.00		"TSCA"			9					
1.00	"G5"	8/2/1995 0:00:00	"DS, KB, MM, TT"	3.00	1.00	"NT"	"OSVI"	6.40	0		"C"				
1.00	"G5"	6/26/2000 0:00:00	"LC, DH, RS"	3.00	2.00		"OSVI"	6.00	0		"I"				
1.00	"G5"	4/1/2005 0:00:00	"MRSKKJW"	3.00	3.00		"OSVI"	6.40		5		"C"	0		
1.00	"G5"	6/9/2010 0:00:00	"HV;JA;KB;BR;AR"	3.00	4.00		"OSVI"	6.50	0	5		"D"	1		
1.00	"G5"	8/2/1995 0:00:00	"DS, KB, MM, TT"	4.00	1.00	"NT"	"TSCA"	5.00	0		"O"				
1.00	"G5"	6/26/2000 0:00:00	"LC, DH, RS"	4.00	2.00		"TSCA"	5.10	0		"O"				
1.00	"G5"	4/1/2005 0:00:00	"MRSKKJW"	4.00	3.00		"TSCA"	6.20		5		"D"	0		
1.00	"G5"	6/10/2010 0:00:00	"HV;JA;KB;BR;AR"	4.00	4.00		"TSCA"	6.90	0	5		"D"	1		
1.00	"G5"	8/2/1995 0:00:00	"DS, KB, MM, TT"	5.00	1.00	"NT"	"BEAL"	7.50	0		"D"				
1.00	"G5"	6/26/2000 0:00:00	"LC, DH, RS"	5.00	2.00		"BEAL"	8.40	0		"I"				
1.00	"G5"	4/1/2005 0:00:00	"MRSKKJW"	5.00	3.00		"BEAL"	8.60		0		"C"	1		
1.00	"G5"	6/11/2010 0:00:00	"HV;JA;KB;BR;AR"	5.00	4.00		"BEAL"			-1					
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	1.00	1.00	"NT"	"ABBA"	2.00	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	1.00	2.00		"ABBA"			8					
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	2.00	1.00	"NT"	"TSCA"	1.80	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	2.00	2.00		"TSCA"	2.90	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	2.00	3.00		"TSCA"	4.00		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	2.00	4.00		"TSCA"	5.80	0	0		"C"	1		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	3.00	1.00	"NT"	"ABBA"	3.40	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	3.00	2.00		"ABBA"	4.40	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	3.00	3.00		"ABBA"	5.50		0		"C"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	3.00	4.00		"ABBA"	7.50	0	0		"C"	2		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	4.00	1.00	"NT"	"TSCA"	6.80	0		"I"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	4.00	2.00		"TSCA"	8.30	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	4.00	3.00		"TSCA"	9.40		0		"C"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	4.00	4.00		"TSCA"			-1					"Now OS #76"
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	5.00	1.00	"NT"	"TSCA"	3.10	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	5.00	2.00		"TSCA"	3.10	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	5.00	3.00		"TSCA"	3.30		0		"D"	5		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	5.00	4.00		"TSCA"	3.90	0	0		"C"	1		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	6.00	1.00	"NT"	"ABBA"	2.30	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	6.00	2.00		"ABBA"			7					
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	7.00	1.00	"NT"	"ABBA"	2.00	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	7.00	2.00		"ABBA"	1.90	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	7.00	3.00		"ABBA"			8					
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	8.00	1.00	"NT"	"ABBA"	1.80	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	8.00	2.00		"ABBA"			8					
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	9.00	1.00	"NT"	"ABBA"	1.70	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	9.00	2.00		"ABBA"			8					
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	10.00	1.00	"NT"	"ABBA"	2.00	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	10.00	2.00		"ABBA"			8					
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	11.00	1.00	"NT"	"PIST"	7.70	0		"C"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	11.00	2.00		"PIST"			8					
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	12.00	1.00	"NT"	"BEPA"	9.00	0		"D"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	12.00	2.00		"BEPA"			8					
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	13.00	1.00	"NT"	"ABBA"	2.60	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	13.00	2.00		"ABBA"	3.30	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	13.00	3.00		"ABBA"	4.10		3		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	13.00	4.00		"ABBA"	4.90	0	0		"C"	2		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	14.00	1.00	"NT"	"ABBA"	1.80	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	14.00	2.00		"ABBA"	2.10	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	14.00	3.00		"ABBA"	3.10		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	14.00	4.00		"ABBA"	4.30	0	0		"C"	2		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	15.00	1.00	"NT"	"ABBA"	2.10	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	15.00	2.00		"ABBA"	3.00	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	15.00	3.00		"ABBA"	3.20		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	15.00	4.00		"ABBA"	4.70	0	0		"C"	3		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	16.00	1.00	"NT"	"ABBA"	3.10	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	16.00	2.00		"ABBA"	4.10	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	16.00	3.00		"ABBA"	4.60		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	16.00	4.00		"ABBA"	5.90	0	0		"C"	2		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	17.00	1.00	"NT"	"ABBA"	2.60	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	17.00	2.00		"ABBA"	4.20	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	17.00	3.00		"ABBA"	5.60		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	17.00	4.00		"ABBA"	8.20	0	0		"C"	1		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	18.00	1.00	"NT"	"ABBA"	2.00	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	18.00	2.00		"ABBA"	2.60	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	18.00	3.00		"ABBA"	3.50		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	18.00	4.00		"ABBA"	4.30	0	0		"C"	1		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	19.00	1.00	"NT"	"ABBA"	3.70	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	19.00	2.00		"ABBA"	4.50	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	19.00	3.00		"ABBA"	5.30		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	19.00	4.00		"ABBA"	7.40	0	0		"C"	2		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	20.00	1.00	"NT"	"ABBA"	2.40	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	20.00	2.00		"ABBA"	3.00	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	20.00	3.00		"ABBA"	3.50		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	20.00	4.00		"ABBA"	4.40	0	0		"C"	1		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	21.00	1.00	"NT"	"ABBA"	1.70	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	21.00	2.00		"ABBA"	2.50	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	21.00	3.00		"ABBA"	3.20		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	21.00	4.00		"ABBA"	4.20	0	0		"C"	1		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	22.00	1.00	"NT"	"ABBA"	2.10	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	22.00	2.00		"ABBA"	2.70	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	22.00	3.00		"ABBA"			8					
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	23.00	1.00	"NT"	"ABBA"	1.80	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	23.00	2.00		"ABBA"	2.00	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	23.00	3.00		"ABBA"	2.50		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	23.00	4.00		"ABBA"	3.00	0	0		"D"	1		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	24.00	1.00	"NT"	"ABBA"	4.70	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	24.00	2.00		"ABBA"			8					
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	24.00	3.00		"ABBA"	6.30		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	24.00	4.00		"ABBA"	8.00	0	0		"C"	1		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	25.00	1.00	"NT"	"ABBA"	2.30	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	25.00	2.00		"ABBA"	2.20	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	25.00	3.00		"ABBA"	4.50		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	25.00	4.00		"ABBA"	3.80	0	0		"C"	1		"Measured correctly"
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	26.00	1.00	"NT"	"ABBA"	1.60	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	26.00	2.00		"ABBA"	1.90	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	26.00	3.00		"ABBA"	2.20		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	26.00	4.00		"ABBA"	2.40	0	0		"C"	0		
1.00	"H2"	8/1/1995 0:00:00	"DS, KB, MM"	27.00	1.00	"NT"	"ABBA"	2.80	0		"O"				
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	27.00	2.00		"ABBA"	4.60	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	27.00	3.00		"ABBA"	6.00		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	27.00	4.00		"ABBA"	9.00	0	0		"C"	2		
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	28.00	2.00	"NT"	"ABBA"	2.50	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	28.00	3.00		"ABBA"	3.60		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	28.00	4.00		"ABBA"	5.30	0	0		"C"	3		
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	29.00	2.00	"NT"	"ABBA"	1.60	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	29.00	3.00		"ABBA"			8					
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	30.00	2.00	"NT"	"ABBA"	1.50	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	30.00	3.00		"ABBA"	1.80		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	30.00	4.00		"ABBA"	1.90	0	0		"C"	0		
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	31.00	2.00	"NT"	"TSCA"	2.00	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	31.00	3.00		"TSCA"	2.90		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	31.00	4.00		"TSCA"	3.80	0	0		"C"	1		
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	32.00	2.00	"NT"	"ABBA"	3.20	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	32.00	3.00		"ABBA"	3.50		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	32.00	4.00		"ABBA"	4.00	0	0		"C"	1		
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	33.00	2.00	"NT"	"ABBA"	2.70	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	33.00	3.00		"ABBA"	3.30		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	33.00	4.00		"ABBA"	3.90	0	0		"C"	1		
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	34.00	2.00	"NT"	"ABBA"	5.40	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	34.00	3.00		"ABBA"			8					
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	35.00	2.00	"NT"	"ABBA"	1.90	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	35.00	3.00		"ABBA"	2.30		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	35.00	4.00		"ABBA"	2.80	0	0		"C"	1		
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	36.00	2.00	"NT"	"ABBA"	1.70	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	36.00	3.00		"ABBA"	2.30		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	36.00	4.00		"ABBA"	2.70	0	0		"C"	0		
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	37.00	2.00	"NT"	"ABBA"	2.10	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	37.00	3.00		"ABBA"	3.00		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	37.00	4.00		"ABBA"	4.50	0	0		"C"	2		
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	38.00	2.00	"NT"	"ABBA"	1.80	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	38.00	3.00		"ABBA"			8					
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	38.00	4.00		"ABBA"	2.20	0	0		"D"	0		
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	39.00	2.00	"NT"	"TSCA"	1.70	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	39.00	3.00		"TSCA"	2.90		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	39.00	4.00		"TSCA"	4.90	0	0		"C"	1		
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	40.00	2.00	"NT"	"ABBA"	1.60	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	40.00	3.00		"ABBA"	2.00		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	40.00	4.00		"ABBA"			8					
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	41.00	2.00	"NT"	"ABBA"	1.90	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	41.00	3.00		"ABBA"			8					
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	41.00	4.00		"ABBA"	2.30	0	0		"D"	0		
1.00	"H2"	6/27/2000 0:00:00	"LC, DH, RS"	42.00	2.00	"NT"	"ABBA"	1.70	0		"O"				
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	42.00	3.00		"ABBA"	1.90		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	42.00	4.00		"ABBA"	2.30	0	0		"C"	0		
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	43.00	3.00	"NT"	"ABBA"	1.90		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	43.00	4.00		"ABBA"	2.20	0	0		"D"	0		
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	44.00	3.00	"NT"	"ABBA"	2.10		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	44.00	4.00		"ABBA"	2.40	0	0		"C"	0		
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	45.00	3.00	"MT"	"ABBA"	2.60		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	45.00	4.00		"ABBA"	4.30	0	0		"C"	3		
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	46.00	3.00	"NT"	"ABBA"	1.80		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	46.00	4.00		"ABBA"	3.00	0	0		"D"	2		
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	47.00	3.00	"NT"	"ABBA"	1.60		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	47.00	4.00		"ABBA"	2.70	0	0		"D"	1		
1.00	"H2"	4/1/2005 0:00:00	"KB,ST"	48.00	3.00	"NT"	"ABBA"	1.50		0		"D"	0		
1.00	"H2"	6/3/2010 0:00:00	"SJ;HV;KB;BR;JA;AR;AB;DW"	48.00	4.00		"ABBA"	2.40	0	0		"D"	1		
