"treenum"	"plot"	"spp"	"top_ht"	"llb_ht"	"dbh"	"crown_class"	"st_sp"	"weevil"	"notes"
1	180	"TSCA"	374	57	4.50	"E"			
2	180	"TSCA"	222	32	1.60	"D"			
3	180	"TSCA"	253	68	2.50	"D"			
4	180	"ABBA"	173	43	1.20	"I"			
5	180	"ABBA"	193	78	1.20	"C"			
6	180	"TSCA"	204	36	1.40	"C"			
7	180	"ABBA"	174	27	0.90	"C"			
8	180	"ABBA"	114	43		"O"			
9	181	"BEAL"	444	46	2.50	"E"			
10	181	"PIST"	291	74	2.60	"D"			
11	181	"FRAM"	346	139	1.50	"E"			
12	181	"ABBA"	275	59	2.90	"D"			
13	181	"ABBA"	300	22	3.60	"D"			
14	181	"ABBA"	246	74	2.30	"C"			
15	181	"ABBA"	258	29	2.00	"C"			
16	181	"FRAM"	92	66		"O"			
17	181	"FRAM"	86	38		"O"			
18	181	"ACRU"	50	7		"O"			
19	181	"ACRU"	76	26		"O"			
20	181	"ACRU"	30	20		"O"			
21	181	"ACRU"	20	10		"O"			
22	181	"BEAL"	70	33		"O"			
23	181	"BEAL"	80	30		"O"			
24	181	"TSCA"	209	0	1.70	"C"			
25	174	"FRAM"	387	177	1.90	"E"			
26	174	"FRAM"	142	100		"O"			
27	174	"TSCA"	409	56	6.30	"E"			
28	174	"TSCA"	258	24	1.70	"D"			
29	174	"TSCA"	149	30		"I"			
30	174	"TSCA"	103	0		"I"			
31	174	"ABBA"	90	39		"O"			
32	174	"ABBA"	84	18		"I"			
33	173	"TSCA"	304	40	3.10	"D"			
34	173	"TSCA"	251	35	2.00	"C"			
35	173	"TSCA"	197	54	1.20	"I"			
36	173	"TSCA"	220	11	1.40	"C"			
37	173	"ABBA"	215	36	1.70	"C"			
38	173	"ABBA"	280	100	3.30	"D"			
39	173	"ABBA"	286	85	3.60	"D"			
40	173	"ABBA"	117	35		"O"			
41	214	"TSCA"	351	32	3.20	"E"			
42	214	"TSCA"	261	39	2.40	"D"			
43	214	"TSCA"	254	16	2.10	"D"			
44	214	"ABBA"	132	22	0.50	"I"			
45	214	"TSCA"	198	19	1.30	"C"			
46	214	"ABBA"	60	10		"O"			
47	214	"ABBA"	70	8		"O"			
48	214	"ABBA"	76	14		"O"			
49	214	"PIST"	34	5		"O"			
50	214	"PIST"	52	44		"O"			
51	219	"ACRU"	358	164	2.90	"E"			
52	219	"ACRU"	644	325	2.60	"E"			
53	219	"ACRU"	367	221	2.30	"E"			
54	219	"ABBA"	130	10		"O"			
55	219	"ABBA"	408	11	3.70	"E"			
56	219	"PIST"	103	18		"O"			
57	219	"PIST"	70	33		"O"			
58	219	"PIST"	30	15		"O"			
59	219	"FRAM"	96	55		"O"			
60	219	"FRAM"	64	33		"O"			
61	219	"FRAM"	72	16		"O"			
62	219	"FRAM"	43	4		"O"			
63	228	"ACRU"	247	59	1.30	"I"			
64	228	"ACRU"	367	55	2.10	"E"			
65	228	"ACRU"	136	83	0.10	"O"			
66	228	"ABBA"	267	66	2.20	"C"			
67	228	"TSCA"	485	80	6.00	"E"			
68	228	"TSCA"	428	57	4.10	"E"			
69	228	"TSCA"	282	36	3.80	"D"			
70	228	"TSCA"	490	60	5.80	"E"			
71	228	"ABBA"	264	50	2.50	"I"			
72	228	"ABBA"	183	44	1.50	"I"			
73	228	"ABBA"	229	113	2.20	"I"			
74	228	"PIST"	186	79	1.10	"I"			
75	228	"PIST"	311	65	2.70	"D"			
76	228	"QURU"	151	114	0.20	"O"			
77	228	"QURU"	65	61		"O"			
78	231	"ACRU"	644	137	4.40	"E"			
79	231	"ACRU"	620	133	4.50	"E"			
80	231	"ACRU"	558	89	2.50	"D"			
81	231	"ACRU"	558	203	2.40	"D"			
82	231	"TSCA"	595	35	8.80	"E"			
83	231	"TSCA"	515	61	5.90	"C"			
84	231	"TSCA"	480	69	7.50	"C"			
85	231	"TSCA"	643	100	9.10	"E"			
86	231	"ABBA"	332	31	3.60	"I"			
87	231	"ABBA"	284	32	2.80	"I"			
88	231	"ABBA"	347	99	3.40	"O"			
89	231	"ABBA"	263	66	2.50	"O"			
90	231	"FRAM"	40	23		"O"			
91	232	"PIST"	308	51	3.70	"D"			
92	232	"PIST"	193	26	1.00	"C"			
93	232	"PIST"	163	41	0.90	"O"			
94	232	"TSCA"	402	27	4.50	"D"			
95	232	"TSCA"	205	12	1.30	"D"			
96	232	"TSCA"	151	9	0.70	"I"			
97	232	"TSCA"	221	13	1.00	"C"			
98	232	"PIST"	123	29		"O"			
99	232	"ABBA"	255	51	1.80	"C"			
100	232	"ABBA"	199	9	1.80	"D"			
101	232	"ABBA"	232	31	2.30	"C"			
102	232	"ABBA"	230	27	1.90	"C"			
103	232	"ACRU"	441	43	3.50	"E"			
104	232	"ACRU"	531	120	3.80	"E"			
105	232	"ACRU"	644	239	5.10	"E"			
106	232	"ACRU"	644	132	5.30	"E"			
107	232	"FRAM"	76	29		"O"			
108	233	"ABBA"	134	8	0.60	"E"			
109	233	"ABBA"	114	7		"E"			
110	233	"QURU"	30	20		"D"			
111	233	"QURU"	24	2		"D"			
112	233	"QURU"	40	0		"I"			
113	233	"QURU"	20	0		"D"			
114	233	"THOC"	10	3		"C"			
115	233	"PIST"	124	17		"E"			
116	233	"PIST"	17	14		"C"			
117	235	"QURU"	97	58		"O"			
118	235	"QURU"	54	3		"O"			
119	235	"PIST"	132	16	0.50	"I"			
120	235	"PIST"	226	29	1.50	"O"			
121	235	"PIST"	97	16		"O"			
122	235	"PIST"	188	32	1.60	"C"			
123	235	"ABBA"	249	22	2.10	"D"			
124	235	"ABBA"	258	29	2.90	"D"			
125	235	"ABBA"	226	48	2.00	"D"			
126	235	"ABBA"	240	36	2.30	"D"			
127	235	"TSCA"	184	0	1.00	"C"			
128	235	"ACRU"	810	81	4.80	"E"			
129	235	"ACRU"	782	58	6.00	"E"			
130	235	"ACRU"	760	58	4.60	"I"			
131	235	"ACRU"	677	31	5.50	"I"			
132	234	"PIST"	278	16	2.90	"D"			
133	234	"FRAM"	61	36		"O"			
134	234	"FRAM"	27	7		"O"			
135	234	"FRAM"	32	17		"O"			
136	234	"FRAM"	30	18		"O"			
137	234	"ABBA"	183	16	1.30	"D"			
138	234	"ABBA"	163	27	1.10	"D"			
139	234	"ABBA"	188	24	1.10	"D"			
140	234	"ABBA"	190	16	1.50	"D"			
141	236	"QURU"	70	47		"O"			
142	236	"QURU"	20	8		"O"			
143	236	"QURU"	20	2		"O"			
144	236	"FAGR"	143	15	0.30	"I"			
145	236	"FAGR"	130	30		"I"			
146	236	"FAGR"	460	186	6.10	"E"			
147	236	"FAGR"	122	49		"O"			
148	236	"PIRU"	133	9	1.30	"I"			
149	236	"PIRU"	179	25	1.00	"C"			
150	236	"PIST"	205	11	1.20	"C"			
151	236	"PIST"	133	25	0.30	"I"			
152	236	"ABBA"	190	20	1.40	"C"			
153	236	"ABBA"	190	20	1.20	"C"			
154	236	"ABBA"	190	17	1.50	"C"			
155	236	"ABBA"	204	10	1.90	"D"			
156	236	"TSCA"	272	19	2.40	"D"			
157	236	"TSCA"	289	8	2.80	"D"			
158	236	"TSCA"	181	8	0.80	"C"			
159	236	"TSCA"	188	16	1.00	"C"			
160	236	"QURU"	60	43		"O"			
161	236	"ACRU"	230	52	1.50	"D"			
162	236	"ACRU"	431	112	2.90	"E"			
163	236	"ACRU"	475	93	3.20	"E"			
164	236	"ACRU"	177	59	1.90	"C"			
165	236	"FRAM"	68	45		"O"			
166	239	"PIST"	239	40	1.90	"C"			
167	239	"PIST"	153	40	0.80	"I"			
168	239	"PIST"	197	40	1.20	"C"			
169	239	"PIST"	213	57	1.50	"C"			
170	239	"FAGR"	603	128	4.60	"E"			
171	239	"FAGR"	529	181	4.40	"E"			
172	239	"TSCA"	337	55	2.40	"D"			
173	239	"TSCA"	284	40	3.80	"C"			
174	239	"TSCA"	167	12	0.90	"O"			
175	239	"TSCA"	134	24	0.90	"O"			
176	239	"ABBA"	287	93	3.80	"C"			
177	239	"ABBA"	227	99	2.00	"I"			
178	239	"ABBA"	248	37	1.70	"O"			
179	239	"ABBA"	212	20	1.80	"C"			
180	239	"ACRU"	597	117	3.80	"E"			
181	239	"ACRU"	666	90	4.00	"E"			
182	239	"ACRU"	528	227	4.10	"E"			
183	239	"ACRU"	624	202	5.80	"E"			
184	239	"FAGR"	33	10		"O"			
185	239	"FRAM"	45	32		"O"			
186	240	"PIST"	167	36	0.90	"I"			
187	240	"PIST"	269	27	2.00	"C"			
188	240	"PIST"	292	56	2.50	"C"			
189	240	"PIST"	173	48	0.70	"I"			
190	240	"TSCA"	342	32	2.90	"D"			
191	240	"TSCA"	313	51	2.60	"D"			
192	240	"TSCA"	356	13	4.00	"D"			
193	240	"TSCA"	337	23	4.20	"D"			
194	240	"ABBA"	140	25	0.90	"I"			
195	240	"ABBA"	119	4		"I"			
196	240	"ABBA"	238	40	2.00	"C"			
197	240	"ABBA"	185	42	1.20	"I"			
198	240	"FAGR"	418	51	2.00	"E"			
199	240	"FAGR"	56	35		"O"			
200	242	"ABBA"	52	195	6.50	"C"			
201	242	"ABBA"	470	153	6.10	"C"			
202	242	"ABBA"	657	170	6.10	"D"			
203	242	"ABBA"	520	184	5.00	"C"			
204	242	"PIST"	550	223	6.50	"D"			
205	242	"PIST"	567	188	8.30	"D"			
206	242	"PIST"	506	157	6.00	"D"			
207	242	"PIST"	506	167	3.10	"C"			
208	242	"TSCA"	482	88	5.10	"C"			
209	242	"TSCA"	531	95	6.00	"C"			
210	242	"TSCA"	574	103	5.90	"D"			
211	242	"TSCA"	447	150	2.20	"I"			
212	242	"ACRU"	648	286	4.20	"E"	5		
213	242	"ACRU"	557	100	2.60	"E"	3		
214	242	"THOC"	15	5		"O"			
215	242	"PIRU"	17	6		"O"			
216	244	"PIST"	730	373	9.50	"E"			
217	244	"PIST"	137	48	0.70	"O"			
218	244	"PIST"	205	88	1.30	"O"			
219	244	"ABBA"	188	53	1.40	"O"			
220	244	"ABBA"	420	176	4.40	"D"			
221	244	"ABBA"	370	142	4.40	"I"			
222	244	"ABBA"	279	70	2.80	"I"			
223	244	"QURU"	34	20		"O"			
224	244	"QURU"	16	7		"O"			
225	244	"QURU"	15	5		"O"			
226	244	"QURU"	74	38		"O"			
227	244	"PIST"	25	10		"O"			
228	222	"PIRU"	171	62	1.20	"I"			
229	222	"PIRU"	161	38	1.00	"I"			
230	222	"ABBA"	288	45	3.50	"C"			
231	222	"ABBA"	351	113	3.10	"D"			
232	222	"ABBA"	282	214	3.30	"I"			
233	222	"ABBA"	341	178	4.10	"C"			
234	222	"PIST"	146	12	1.30	"C"			
235	222	"PIST"	96	27		"I"			
236	222	"PIST"	111	20		"I"			
237	222	"PIST"	97	9		"I"			
238	222	"QURU"	30	27		"O"			
239	222	"QURU"	40	21		"O"			
240	222	"QURU"	42	31		"O"			
241	222	"QURU"	34	28		"O"			
242	222	"TSCA"	57	3		"O"			
243	222	"ACRU"				"O"			
244	222	"ACRU"				"O"			
245	222	"ACRU"				"O"			
246	222	"ACRU"				"O"			
247	224	"QURU"	22			"O"			
248	224	"QURU"	17			"O"			
249	224	"QURU"	27			"O"			
250	224	"QURU"	18			"O"			
251	224	"FRAM"	12			"O"			
252	224	"FAGR"	38	13		"O"			
253	224	"ACRU"				"O"			
254	224	"ACRU"				"O"			
255	224	"ACRU"				"O"			
256	224	"ACRU"				"O"			
257	225	"ABBA"	272	78	4.60	"D"			
258	225	"ABBA"	293	34	3.90	"D"			
259	225	"ABBA"	270	38	3.90	"D"			
260	225	"ABBA"	239	14	2.20	"C"			
261	225	"PIST"	229	44	3.20	"C"			
262	225	"PIST"	177	22	1.30	"O"			
263	225	"TSCA"	310	49	4.20	"D"			
264	225	"TSCA"	280	17	2.00	"C"			
265	225	"QURU"	117	70		"O"			
266	225	"QURU"	100	70		"O"			
267	225	"QURU"	89	68		"O"			
268	225	"QURU"	13	10		"O"			
269	225	"FAGR"	126	7		"O"			
270	225	"FAGR"	109	20		"O"			
271	225	"TSCA"	298	18	4.00	"D"			
272	225	"TSCA"	304	58	2.50	"D"			
273	226	"ABBA"	340	50	6.80	"D"			
274	226	"ABBA"	274	57	4.30	"D"			
275	226	"ABBA"	250	77	3.00	"C"			
276	226	"ABBA"	290	48	2.90	"C"			
277	226	"TSCA"	315	36	2.30	"D"			
278	226	"TSCA"	345	23	3.10	"D"			
279	226	"TSCA"	385	14	3.50	"D"			
280	226	"QURU"	42	31		"O"			
281	226	"QURU"	60	20		"O"			
282	226	"QURU"	70	16		"O"			
283	226	"QURU"	50	12		"O"			
284	226	"PIST"	132	22	0.70	"I"			
285	226	"PIST"	175	32	1.80	"I"			
286	226	"PIST"	142	10	0.90	"I"			
287	226	"PIST"	182	30	2.00	"I"			
288	226	"ACRU"				"O"			
289	226	"ACRU"				"O"			
290	226	"ACRU"				"O"			
291	226	"ACRU"				"O"			
292	227	"FRAM"	60	30		"O"			
293	227	"FRAM"	30	14		"O"			
294	227	"FRAM"	46	20		"O"			
295	227	"FRAM"	20			"O"			
296	227	"ACRU"				"O"			
297	227	"ACRU"				"O"			
298	227	"ACRU"				"O"			
299	227	"ACRU"				"O"			
300	227	"QURU"	141	120	0.60	"O"			
301	227	"TSCA"	420	20	5.60	"D"			
302	227	"TSCA"	309	13	2.80	"C"			
303	227	"TSCA"	291	17	2.40	"C"			
304	227	"TSCA"	263	13	2.30	"C"			
305	227	"ABBA"	265	38	2.40	"C"			
306	227	"ABBA"	239	60	1.90	"I"			
307	227	"ABBA"	179	52	1.50	"I"			
308	227	"ABBA"	294	52	2.70	"C"			
309	227	"PIST"	232	124	1.60	"O"			
310	227	"PIST"	56	26		"O"			
311	227	"PIST"	50	30		"O"			
312	230	"FRAM"	193	169	0.90	"O"			
313	230	"FRAM"	45			"O"			
314	230	"ACSA"	23	20		"O"			
315	230	"PIRU"	51	28		"O"			
316	230	"PIRU"	129	50		"O"			
317	230	"ABBA"	309	89	2.50	"C"			
318	230	"ABBA"	270	65	2.60	"C"			
319	230	"ABBA"	226	90	2.70	"I"			
320	230	"ABBA"	166	77	1.20	"O"			
321	230	"ACRU"	830	272	4.80	"E"			
322	230	"PIST"	266	95	1.70	"I"			
323	230	"PIST"	149	34	0.70	"O"			
324	230	"TSCA"	498	43	5.70	"D"			
325	230	"TSCA"	428	61	4.60	"D"			
326	230	"TSCA"	68	13		"O"			
327	229	"TSCA"	758	214	10.00	"D"			
328	229	"TSCA"	695	265	5.90	"C"			
329	229	"TSCA"	644	229	7.20	"C"			
330	229	"TSCA"	622	115	7.50	"C"			
331	229	"ABBA"	403	116	4.40	"I"			
332	229	"ABBA"	357	137	4.00	"I"			
333	229	"ABBA"	588	162	6.90	"C"			
334	229	"ABBA"	522	240	5.00	"C"			
335	229	"ACRU"	706	73	5.20	"E"			
336	217	"ACRU"	1360	350	8.70	"E"	3		
337	217	"TSCA"	507	235	7.20	"I"			
338	217	"TSCA"	519	218	8.70	"C"			
339	217	"TSCA"	511	287	6.10	"I"			
340	217	"TSCA"	606	318	5.70	"C"			
341	217	"ABBA"	658	246	5.20	"D"			
342	217	"ABBA"	441	247	5.10	"I"			
343	217	"ABBA"	452	133	4.10	"I"			
344	217	"ABBA"	489	222	3.70	"D"			
345	217	"PIST"	459	193	4.20	"C"			
346	217	"PIST"	243	162	2.00	"O"			
347	243	"ACRU"	820	227	6.30	"E"	10		
348	243	"PIST"	650	159	7.10	"D"		1	
349	243	"PIST"	650	134	5.10	"C"		0	
350	243	"PIST"	670	248	10.50	"C"		0	
351	243	"PIST"	620	297	4.50	"C"		0	
352	243	"ABBA"	380	72	4.20	"O"			
353	243	"ABBA"	250	45	2.10	"O"			
354	243	"ABBA"	270	56	1.80	"O"			
355	243	"ABBA"	260	50	2.00	"O"			
356	241	"PIST"	520	20	6.50	"OP"		0	
357	241	"ABBA"	780	130	10.30	"E"			
358	241	"PIST"	50	30		"O"			
359	241	"ABBA"	60	20	6.50	"C"			
360	241	"ABBA"	560	170	5.20	"I"			
361	241	"ABBA"	840	250	10.50	"E"			
362	241	"TSCA"	670	60	9.00	"E"			
363	241	"TSCA"	120	20		"O"			
364	241	"PIST"	590	310	4.40	"I"			
365	241	"PIST"	190	70	1.20	"O"			
366	247	"PIST"	140	20	0.50	"OP"			
367	247	"PIST"	160	40	0.80	"OP"			
368	247	"PIST"	140	20	0.50	"OP"			
369	247	"PIST"	110	10	0.40	"OP"			
370	247	"QURU"	20	10		"O"			
371	247	"QURU"	20	20		"O"			
372	247	"QURU"	10	10		"O"			
373	247	"TSCA"	70	10		"O"			
374	247	"ABBA"	410	50	6.00	"D"			
375	247	"ABBA"	430	20	6.20	"D"			
376	247	"ABBA"	180	10	1.20	"I"			
377	247	"ABBA"	160	20	0.90	"I"			
378	247	"ACRU"	10	10		"O"			
379	247	"ACRU"	10	10		"O"			
380	247	"ACRU"	10	10		"O"			
381	247	"ACRU"	10	10		"O"			
382	238	"QURU"	20	20		"O"			
383	238	"QURU"	20	20		"O"			
384	238	"PIST"	10	10		"O"			
385	238	"PIST"	30	10	3.20	"D"			
386	238	"PIST"	20	20		"O"			
387	238	"TSCA"	180	30	0.70	"C"			
388	238	"TSCA"	140	20	0.40	"C"			
389	238	"TSCA"	140	20	0.50	"C"			
390	238	"TSCA"	90	10		"I"			
391	238	"ABBA"	240	50	2.00	"C"			
392	238	"ABBA"	180	20	1.20	"C"			
393	238	"ABBA"	100	20		"OP"			
394	238	"ABBA"	90	20		"OP"			
395	238	"QURU"	20	10		"O"			
396	238	"ACRU"	20	20		"O"			
397	238	"ACRU"	20	20		"O"			
398	238	"ACRU"	10	10		"O"			
399	238	"ACRU"	10	10		"O"			
405	216	"ACRU"	850	291	5.40	"E"	10		
406	216	"PIST"	710	221	17.00	"D"		1	
407	216	"PIST"	391	318	2.10	"O"			
408	216	"PIST"	314	156	2.00	"O"			
409	216	"PIST"	296	217	1.50	"O"			
410	216	"TSCA"	628	238	7.90	"D"			
411	216	"TSCA"	629	223	6.60	"C"			
412	216	"TSCA"	578	223	3.70	"C"			
413	216	"TSCA"	496	273	3.40	"C"			
414	216	"ABBA"	450	245	3.30	"I"			
415	216	"ABBA"	424	212	3.90	"I"			
416	216	"ABBA"	406	139	4.00	"O"			
417	216	"ABBA"	549	236	4.10	"O"			
418	220	"ABBA"	77	17		"D"			
419	220	"ABBA"	68	12		"C"			
420	220	"ABBA"	60	15		"D"			
421	220	"ABBA"	67	16		"D"			
422	220	"PIST"	44	12		"C"			
423	220	"PIST"	61	7		"D"			
424	220	"PIST"	54	3		"OP"			
425	220	"PIST"	28	15		"C"			
426	220	"ACPE"	121	35		"OP"			
427	220	"TSCA"	33	8		"I"			
428	220	"TSCA"	25	13		"I"			
429	220	"ACRU"	23	12		"O"			
430	220	"ACRU"	15	15		"O"			
431	220	"ACRU"	11	11		"O"			
432	220	"ACRU"	32	32		"O"			
433	220	"ACPE"	27	13		"OP"			
434	220	"PIRU"	12	5		"OP"			
435	213	"PIST"	224	15	3.40	"D"			
436	213	"PIST"	209	21	1.90	"D"			
437	213	"PIST"	169	23	1.40	"I"			
438	213	"PIST"	194	17	1.70	"C"			
439	213	"ABBA"	288	50	3.10	"D"			
440	213	"ABBA"	266	67	4.10	"D"			
441	213	"ABBA"	362	35	5.20	"D"			
442	213	"ABBA"	223	34	2.40	"D"			
443	213	"TSCA"	73	7		"OP"			
444	213	"TSCA"	155	28	0.60	"I"			
445	213	"TSCA"	82	20		"O"			
446	213	"PIGL"	110	10		"O"			
447	213	"QURU"	72	67		"O"			
448	213	"ACRU"	144	46	0.50	"I"	3		
449	213	"ACRU"	17	5		"D"			
450	213	"ACRU"				"OP"			
451	213	"ACRU"	18	14		"OP"			
452	213	"QURU"	49	29		"O"			
453	213	"QURU"	43	15		"O"			
454	218	"ACRU"	362	111		"D"	7		
455	218	"ACRU"				"O"			
456	218	"ACRU"				"O"			
457	218	"ACRU"				"O"			
458	218	"QURU"	57	29		"O"			
459	218	"QURU"				"O"			
460	218	"TSCA"	208	78		"C"			
462	218	"ABBA"	238	41		"C"			
463	218	"ABBA"	98	51		"O"			
464	218	"ABBA"	139	38		"I"			
465	218	"ABBA"	107	36		"I"			
466	218	"ALIN"	20	16		"O"			
467	218	"PIST"				"O"			
468	191	"TSCA"	199	18	0.90	"C"			
469	191	"TSCA"	145	58	0.40	"I"			
470	191	"TSCA"	149	18	0.30	"OP"			
472	191	"FRAM"	181	81	0.70	"O"			
473	191	"FRAM"	155	79	0.60	"O"			
474	191	"FRAM"	38	35		"O"			
475	191	"FRAM"	38	9		"I"			
476	191	"QURU"	15	2		"OP"			
478	191	"ACRU"	359	88	2.40	"D"	4		
479	191	"ACRU"	424	27	2.40	"D"			
480	191	"ACRU"	407	35	2.60	"D"			
481	191	"ACRU"				"O"			
482	191	"ABBA"	349	55	3.80	"D"			
483	191	"ABBA"	186	43	1.40	"I"			
484	191	"ABBA"	172	27	0.90	"I"			
485	191	"ABBA"	246	36	2.80	"C"			
486	196	"FRAM"	156	104	0.50	"I"			
487	196	"FRAM"	160	101	0.90	"C"			
488	196	"FRAM"	106	79		"I"			
489	196	"FRAM"	122	27		"I"			"browsed"
490	196	"ACRU"	484	85	3.50	"E"	7		
491	196	"ACRU"	21	12		"OP"			
493	196	"ACSA"	25	0		"O"			
494	196	"PIST"	30	16		"OP"			
495	196	"ABBA"	184	22	1.50	"D"			
496	196	"ABBA"	204	35	1.80	"D"			
497	196	"ABBA"	185	64	1.40	"C"			
498	196	"ABBA"	187	28	1.40	"C"			
499	196	"OSVI"	161	46	0.50	"C"			
500	196	"TSCA"	180	16	0.90	"C"			
501	196	"TSCA"	94	17		"I"			
502	197	"TSCA"	379	42	4.70	"D"			
503	197	"TSCA"	351	67	3.40	"C"			
504	197	"TSCA"	306	64	3.10	"C"			
1325	175	"TSCA"	1070	218	18.90	"E"			
1326	175	"TSCA"	826	333	14.00	"E"			
1327	175	"TSCA"	1380	287	14.00	"E"			
1328	175	"TSCA"	940	268	13.20	"E"			
505	197	"TSCA"	463	69	5.00	"D"			
506	197	"ABBA"	410	106	5.40	"D"			
507	197	"ABBA"	328	64	3.90	"D"			
508	197	"ABBA"	345	114	3.50	"D"			
509	197	"ABBA"	288	68	3.00	"D"			
510	194	"FRAM"	230	50	0.90	"C"			
511	194	"FRAM"	18	0		"O"			
513	194	"TSCA"	228	0	2.20	"O"			
514	194	"TSCA"	236	49	1.30	"O"			
515	194	"TSCA"	214	43	1.30	"O"			
517	194	"ACPE"	386	0	1.80	"E"	3		
518	194	"ACRU"	762	0	5.40	"E"	12		
519	193	"FRAM"	46	7		"O"			
520	193	"FRAM"	24	11		"O"			
521	193	"FRAM"	15	0		"O"			
522	193	"FRAM"	15	9		"O"			
523	193	"QURU"	36	0		"O"			
525	193	"ACRU"	770	233	5.80	"E"	15		
526	193	"ACRU"	25	16		"O"			
528	193	"PIST"	684	231	12.20	"E"		1	
529	193	"PIST"	470	85	4.90	"D"			
530	193	"ABBA"	644	119	8.10	"E"			
531	193	"ABBA"	580	230	7.00	"D"			
532	193	"ABBA"	552	206	5.00	"C"			
533	193	"ABBA"	585	249	5.80	"C"			
534	193	"TSCA"	465	144	4.90	"C"			
535	193	"TSCA"	90	20		"O"			
536	193	"PIRU"	226	80	1.80	"O"			
537	192	"ABBA"	296	69	3.00	"C"			
538	192	"ABBA"	595	77	6.80	"E"			
539	192	"ABBA"	423	58	5.70	"C"			
540	192	"ABBA"	416	60	6.90	"C"			
541	192	"ACRU"	718	132	4.30	"E"	13		
542	192	"ACRU"	603	141	4.20	"E"	11		
543	192	"ACRU"	395	98	2.00	"I"	6		
544	192	"ACRU"	500	125	2.70	"D"	4		
545	192	"FRAM"	29	0		"O"			
546	192	"FRAM"	57	27		"O"			
547	192	"FRAM"	38	6		"O"			
548	192	"FRAM"	59	28		"O"			
549	192	"TSCA"	318	17	2.40	"I"			
550	192	"FAGR"	154	48	0.60	"O"			
551	190	"PIST"	141	35	0.50	"O"			
552	190	"PIST"	38	10		"O"			
553	190	"PIST"	68	13		"O"			
554	190	"PIST"				"O"			
555	190	"ACRU"	23	17		"O"			
556	190	"ACRU"	15	13		"O"			
557	190	"ACRU"	15	10		"O"			
558	190	"ACRU"				"O"			
559	190	"BEAL"	78	30		"O"			
560	195	"FRAM"	68	16		"OP"			
561	195	"FRAM"	50	15		"I"			
562	195	"FRAM"	52	26		"OP"			
563	195	"FRAM"	30	5		"OP"			
564	195	"QURU"	17	3		"I"			
565	195	"QURU"	28	18		"D"			
566	195	"QURU"				"OP"			
567	195	"ABBA"	132	16	0.40	"D"			
568	195	"ABBA"				"OP"			
569	195	"ACRU"	70	8		"OP"			
570	195	"ACRU"	58	0		"D"			
571	195	"ACRU"	67	25		"D"			
572	195	"ACRU"	50	12		"D"			
573	195	"PIST"	12	7		"OP"			
574	195	"PIST"				"OP"			
575	195	"PIST"				"OP"			
576	195	"PIST"				"OP"			
577	195	"THOC"	18	3		"OP"			
1329	175	"ABBA"	95	16		"O"			
1330	175	"ABBA"	65	13		"O"			
1331	175	"ABBA"	139	17	0.60	"O"			
578	195	"THOC"				"OP"			
579	195	"ALIN"	42	15		"OP"			
580	195	"TSCA"	24	0		"OP"			
581	194	"ABBA"	383	29	5.90	"D"			
582	194	"ABBA"	377	80	3.90	"D"			"Release Spruce"
583	194	"ABBA"	427	80	5.40	"D"			
584	194	"ABBA"	355	86	4.00	"D"			
585	194	"PIST"	409	68	4.40	"D"			
586	194	"PIST"	214	103	2.40	"C"			
587	194	"PIST"	263	129	2.00	"I"			
588	194	"PIST"	230	50	1.60	"I"			
589	194	"PIRU"	282	39	2.00	"I"			
590	194	"PIRU"	306	58	2.50	"C"			
591	194	"PIRU"	274	14	2.10	"C"			
592	194	"PIRU"	235	35	2.50	"C"			
593	189	"PIST"	141	15	0.90	"OP"		1	
594	189	"PIST"	151	29	1.90	"OP"		1	"Raspberry"
595	189	"PIST"	145	31	0.80	"OP"		1	"Raspberry"
596	189	"PIST"				"OP"			"Raspberry"
597	189	"ABBA"	136	15	0.80	"C"			"Raspberry"
598	189	"ABBA"	58	4		"OP"			"Raspberry"
599	189	"ABBA"				"OP"			"Raspberry"
600	189	"ABBA"				"OP"			
601	189	"QURU"	67	32		"OP"			
602	189	"FRAM"	47	22		"OP"			
603	189	"FRAM"	20	0		"O"			
604	189	"FRAM"	14	0		"O"			
605	189	"FRAM"				"O"			
606	189	"ACRU"	33	20		"I"			
607	189	"ACRU"				"O"			
608	189	"ACRU"				"O"			
609	189	"ACRU"				"O"			
610	189	"OSVI"	256	0	1.10	"D"			
611	189	"OSVI"	138	0	0.50	"C"			
612	189	"OSVI"	99	26		"D"			
613	190	"ACPE"	285	110	1.50	"D"	3		
614	190	"ACPE"	289	13	1.10	"D"			
615	190	"ACPE"	261	132	1.30	"D"			
616	190	"ACPE"	232	132	1.30	"D"			
617	190	"FRAM"	60	12		"O"			
618	190	"FRAM"	60	24		"I"			
619	190	"FRAM"	40	12		"O"			
620	190	"FRAM"	40	7		"I"			"Browsed"
621	190	"THOC"				"O"			
622	190	"THOC"				"O"			
623	190	"THOC"	18	0		"O"			
624	190	"THOC"				"O"			
625	190	"PIRU"	118	11		"O"			
626	190	"PIRU"	18	6		"O"			
627	190	"PIRU"				"O"			
628	190	"PIRU"				"O"			
629	190	"TSCA"	165	10	0.70	"I"			
630	190	"TSCA"	112	15		"I"			
631	190	"TSCA"	78	0		"O"			
632	190	"TSCA"	88	5		"O"			
633	190	"ABBA"	135	29	0.70	"I"			
634	190	"ABBA"	154	18	0.90	"O"			
635	190	"ABBA"	105	13		"I"			
636	190	"ABBA"	72	3		"O"			
637	188	"PIST"	200	34	1.70	"C"			
