"RA"	"PLOT"	"S."	"TREE_CODE"	"ORG"	"AZIM"	"DIST"	"ALIAS"	"OS."	"NOTES"
6.00	"C5"	4.00	"ABBA"		132.00	2.00			
6.00	"C5"	5.00	"ABBA"		118.00	4.32			
6.00	"C5"	6.00	"ABBA"		168.00	4.89			
6.00	"C5"	7.00	"ABBA"		182.00	4.92			
6.00	"C5"	8.00	"ABBA"		202.00	0.80			
6.00	"C5"	9.00	"ABBA"		200.00	3.50			
6.00	"C5"	10.00	"ABBA"		202.00	4.16			
6.00	"C5"	11.00	"ABBA"						
6.00	"C5"	12.00	"ABBA"						
6.00	"C5"	13.00	"ABBA"		213.00	1.30			
6.00	"C5"	14.00	"ABBA"		246.00	2.00			
6.00	"C5"	15.00	"ABBA"		274.00	1.86			
6.00	"C5"	16.00	"ABBA"		266.00	3.18			
6.00	"C5"	17.00	"ABBA"		259.00	3.83			
6.00	"C5"	18.00	"ABBA"		235.00	3.53			
6.00	"C5"	19.00	"ABBA"		246.00	4.68			
6.00	"C5"	20.00	"ABBA"		246.00	4.53			
6.00	"C5"	21.00	"ABBA"						
6.00	"C5"	22.00	"ACRU"	"S"	300.00	1.89			
6.00	"C5"	23.00	"ABBA"		296.00	3.12			
6.00	"C5"	24.00	"ABBA"		303.00	4.50			
6.00	"C5"	25.00	"ABBA"		304.00	5.32			
6.00	"C5"	26.00	"ACRU"	"S"	325.00	1.57			
6.00	"C5"	27.00	"ABBA"		326.00	1.76			
6.00	"C5"	28.00	"ABBA"		326.00	5.49			
6.00	"C5"	29.00	"ABBA"		340.00	5.05			
6.00	"C5"	31.00	"ABBA"		54.00	3.78			
6.00	"C5"	32.00	"ABBA"		114.00	5.42			
6.00	"C5"	33.00	"ABBA"		114.00	5.17			
6.00	"C5"	34.00	"ACRU"					49.00	
6.00	"C5"	35.00	"ABBA"		268.00	4.73			
6.00	"C5"	36.00	"ABBA"		145.00	3.13			
6.00	"C6"	1.00	"ABBA"						
6.00	"C6"	2.00	"ABBA"						
6.00	"C6"	3.00	"ABBA"						
6.00	"C6"	4.00	"ABBA"						
6.00	"C6"	5.00	"ABBA"						
6.00	"C6"	6.00	"ABBA"						
6.00	"C6"	7.00	"ABBA"						
6.00	"C6"	8.00	"ABBA"		91.00	3.56			
6.00	"C6"	9.00	"ABBA"						
6.00	"C6"	10.00	"ABBA"		213.00	4.04			
6.00	"C6"	11.00	"ABBA"		227.00	5.57			
6.00	"C6"	12.00	"ABBA"		231.00	3.63			
6.00	"C6"	13.00	"ABBA"						
6.00	"C6"	14.00	"ABBA"		230.00	4.80			
6.00	"C6"	15.00	"ABBA"						
6.00	"C6"	16.00	"ABBA"						
6.00	"C6"	17.00	"ABBA"						
6.00	"C6"	18.00	"ABBA"						
6.00	"C6"	19.00	"ABBA"		258.00	3.97			
6.00	"C6"	20.00	"ABBA"						
6.00	"C6"	21.00	"ABBA"						
6.00	"C6"	22.00	"ABBA"						
6.00	"C6"	23.00	"ABBA"						
6.00	"C6"	24.00	"ABBA"						
6.00	"C6"	24.00	"ACRU"						
6.00	"C6"	25.00	"ABBA"						
6.00	"C6"	26.00	"ABBA"						
6.00	"C6"	27.00	"ABBA"						
6.00	"C6"	28.00	"ABBA"		234.00	2.46			
6.00	"C6"	30.00	"ABBA"						
6.00	"C6"	31.00	"ACRU"		120.00	3.08			
6.00	"C6"	32.00	"ACRU"		107.00	2.79			
6.00	"C7"	1.00	"ABBA"		55.00	4.51			
6.00	"C7"	2.00	"ABBA"						
6.00	"C7"	3.00	"ABBA"						
6.00	"D2"	1.00	"ABBA"		81.00	4.78			
6.00	"D2"	2.00	"ACRU"		197.00	5.51			
6.00	"D2"	3.00	"TSCA"		335.00	5.17			
6.00	"D2"	4.00	"TSCA"		339.00	4.64			
6.00	"D2"	5.00	"ABBA"		324.00	3.95			
6.00	"D2"	6.00	"ABBA"		44.00	4.50			
6.00	"D2"	7.00	"TSCA"		354.00	3.13			
6.00	"D2"	8.00	"TSCA"		100.00	4.21			
6.00	"D3"	1.00	"ABBA"		261.50	3.97			
6.00	"D3"	2.00	"ABBA"		265.50	4.88			
6.00	"D3"	3.00	"ABBA"		301.00	4.99			
6.00	"D3"	4.00	"ABBA"		36.50	3.20			
6.00	"D3"	5.00	"ABBA"		39.00	4.49			
6.00	"D3"	5.00	"PIRU"		39.00	4.49			
6.00	"D3"	6.00	"ABBA"		59.00	3.53			
6.00	"D3"	7.00	"PIRU"		68.50	5.44			
6.00	"D3"	8.00	"ABBA"		76.50	5.09			
6.00	"D3"	9.00	"ABBA"		90.00	4.03			
6.00	"D3"	10.00	"ABBA"		97.50	2.34			
6.00	"D3"	11.00	"ABBA"		116.00	3.75			
6.00	"D3"	12.00	"ABBA"		143.50	1.56			
6.00	"D3"	13.00	"ACRU"		120.50	5.04			
6.00	"D3"	14.00	"ABBA"		123.50	4.63			
6.00	"D3"	15.00	"ABBA"		129.00	4.86			
6.00	"D3"	16.00	"ABBA"		136.50	4.24			
6.00	"D3"	17.00	"ABBA"		177.50	2.34			
6.00	"D3"	18.00	"ABBA"		186.50	1.95			
6.00	"D3"	19.00	"ABBA"		187.50	3.67			
6.00	"D3"	20.00	"BEPA"		194.50	5.24			
6.00	"D3"	21.00	"ABBA"		218.50	4.44			
6.00	"D3"	22.00	"ABBA"		217.50	4.78			
6.00	"D3"	23.00	"ABBA"		210.00	5.38			
6.00	"D3"	24.00	"ABBA"		226.50	4.93			
6.00	"D3"	25.00	"ABBA"		227.00	0.98			
6.00	"D4"	1.00	"ABBA"						
6.00	"D4"	2.00	"PIRU"		278.00	5.18			
6.00	"D4"	3.00	"PIRU"					60.00	
6.00	"D4"	4.00	"ABBA"		303.00	5.16			
6.00	"D4"	5.00	"ABBA"						
6.00	"D4"	6.00	"ABBA"		105.00	2.07			
6.00	"D4"	7.00	"ABBA"						
6.00	"D4"	8.00	"ACRU"					59.00	
6.00	"D4"	9.00	"ABBA"		138.50	5.09			
6.00	"D4"	10.00	"PIRU"		134.00	2.92			
6.00	"D4"	11.00	"ABBA"						
6.00	"D4"	12.00	"ABBA"						
6.00	"D4"	13.00	"THOC"						
6.00	"D4"	14.00	"ABBA"						
6.00	"D4"	15.00	"ABBA"						
6.00	"D5"	1.00	"TSCA"		257.00	1.48			
6.00	"D5"	2.00	"ABBA"		201.00	3.30			
6.00	"D5"	3.00	"ACRU"		105.00	4.52			
6.00	"D5"	4.00	"ACRU"		101.00	5.28			
6.00	"D5"	5.00	"ACRU"		105.00	5.64			
6.00	"D5"	6.00	"ACRU"		105.00	5.18			
6.00	"D5"	7.00	"ACRU"		224.00	1.97			
6.00	"D5"	8.00	"ACRU"		311.00	3.99			
6.00	"D5"	9.00	"ACRU"		315.00	4.88			
6.00	"D5"	10.00	"ACRU"		317.00	4.83			
6.00	"D7"	1.00	"ACRU"		20.00	1.13			
6.00	"E3"	1.00	"ABBA"						
6.00	"E3"	2.00	"ABBA"						
6.00	"E3"	3.00	"ABBA"						
6.00	"E3"	4.00	"ABBA"						
6.00	"E3"	5.00	"ABBA"						
6.00	"E3"	6.00	"ABBA"						
6.00	"E3"	7.00	"POGR"						
6.00	"E3"	8.00	"ABBA"						
6.00	"E3"	9.00	"ABBA"						
6.00	"E3"	10.00	"ABBA"						
6.00	"E3"	11.00	"ABBA"						
6.00	"E3"	12.00	"ABBA"		253.50	2.09			
6.00	"E3"	13.00	"ABBA"						
6.00	"E3"	14.00	"ABBA"						
6.00	"E3"	15.00	"ABBA"						
6.00	"E3"	16.00	"PIRU"						
6.00	"E3"	17.00	"ABBA"					64.00	
6.00	"E3"	18.00	"ABBA"						
6.00	"E3"	19.00	"ABBA"						
6.00	"E3"	20.00	"ABBA"		358.00	0.69			
6.00	"E3"	21.00	"PIRU"		1.50	3.10			
6.00	"E3"	22.00	"ABBA"		8.50	3.72			
6.00	"E3"	23.00	"ABBA"						
6.00	"E3"	24.00	"ABBA"		356.00	5.12			
6.00	"E3"	25.00	"ABBA"						
6.00	"E3"	26.00	"TSCA"		36.00	3.42			
6.00	"E3"	27.00	"ABBA"						
6.00	"E3"	28.00	"ABBA"						
6.00	"E3"	29.00	"ABBA"						
6.00	"E3"	30.00	"ABBA"						
6.00	"E3"	31.00	"ABBA"						
6.00	"E3"	32.00	"ABBA"						
6.00	"E3"	33.00	"ABBA"						
6.00	"E3"	34.00	"ABBA"						
6.00	"E3"	35.00	"ABBA"						
6.00	"E3"	36.00	"ABBA"						
6.00	"E3"	37.00	"ABBA"						
6.00	"E3"	38.00	"ABBA"						
6.00	"E3"	39.00	"PIRU"						
6.00	"E3"	40.00	"ABBA"						
6.00	"E3"	41.00	"ABBA"						
6.00	"E3"	42.00	"POGR"						
6.00	"E3"	43.00	"ABBA"		54.50	3.57			
6.00	"E3"	44.00	"ACRU"	"S"	40.00	4.33			
6.00	"E3"	45.00	"ACRU"	"S"	46.00	4.04			
6.00	"E3"	46.00	"ACRU"	"S"	46.00	4.22			
6.00	"E3"	47.00	"ACRU"	"S"	118.50	5.41			
6.00	"E3"	48.00	"ACRU"	"S"	119.00	5.43			
6.00	"E3"	49.00	"ACRU"	"S"	120.00	5.60			
6.00	"E3"	50.00	"ACRU"	"S"					
6.00	"E3"	51.00	"ABBA"		208.00	2.32			
6.00	"E3"	52.00	"ACRU"		220.00	4.27			
6.00	"E5"	1.00	"ACRU"		283.50	1.83			
6.00	"E5"	2.00	"ABBA"		272.00	3.29			
6.00	"E5"	3.00	"ABBA"		272.00	3.45			
6.00	"E5"	4.00	"ABBA"						
6.00	"E5"	5.00	"ABBA"						
6.00	"E5"	6.00	"ABBA"						
6.00	"E5"	7.00	"ABBA"						
6.00	"E5"	8.00	"TSCA"		163.50	1.59			
6.00	"E6"	1.00	"ABBA"		140.00	5.29			
6.00	"E6"	2.00	"ABBA"						
6.00	"E6"	3.00	"POTR"						
6.00	"E6"	4.00	"ABBA"		342.50	5.11			
6.00	"E6"	5.00	"ABBA"		19.00	3.21			
6.00	"E6"	6.00	"ABBA"						
6.00	"E6"	7.00	"ABBA"		233.50	5.29			
6.00	"E6"	8.00	"ABBA"		225.50	4.99			
6.00	"E6"	9.00	"ABBA"		259.00	4.93			
6.00	"E6"	10.00	"ABBA"		261.00	3.69			
6.00	"E6"	11.00	"ACRU"		246.00	4.94			
7.00	"B2"	1.00	"ABBA"		181.00	4.08			
7.00	"B2"	2.00	"ABBA"		183.00	5.26			
7.00	"B2"	3.00	"ABBA"						
7.00	"B2"	4.00	"ABBA"						
7.00	"B2"	5.00	"ABBA"		259.00	3.90			
7.00	"B2"	6.00	"TSCA"		19.00	5.30			
7.00	"B2"	7.00	"TSCA"		41.00	5.01			
7.00	"B2"	8.00	"ABBA"		72.00	5.47			
7.00	"B3"	1.00	"ABBA"		133.00	0.74			
7.00	"B3"	2.00	"PIRU"		131.00	4.41			
7.00	"B3"	3.00	"PIRU"						
7.00	"B3"	4.00	"ABBA"						
7.00	"B3"	5.00	"PIRU"		325.00	4.19			
7.00	"B3"	6.00	"PIRU"						
7.00	"B3"	7.00	"PIRU"						
7.00	"B3"	8.00	"PIRU"						
7.00	"B3"	9.00	"ABBA"						
7.00	"B3"	10.00	"ABBA"		51.00	3.14		52.00	
7.00	"B3"	11.00	"ABBA"	"W"	23.00	1.19			
7.00	"B3"	12.00	"TSCA"		82.00	1.63			
7.00	"B3"	13.00	"TSCA"		76.00	2.13			
7.00	"B3"	14.00	"ABBA"						
7.00	"B3"	15.00	"PIRU"		89.00	5.47			
7.00	"B3"	17.00	"TSCA"		330.00	4.89			
7.00	"B3"	18.00	"PIRU"						
7.00	"B3"	19.00	"ABBA"		207.00	0.87			
7.00	"B3"	20.00	"PIRU"		175.00	6.64			
7.00	"B3"	21.00	"TSCA"		277.00	1.74			
7.00	"B3"	22.00	"TSCA"		254.00	2.29			
7.00	"B3"	23.00	"TSCA"		39.00	3.16			
7.00	"B3"	24.00	"TSCA"		59.00	3.02			
7.00	"B3"	25.00	"PIRU"		305.00	4.52			
7.00	"B3"	26.00	"ABBA"		350.00	4.21			
7.00	"B3"	27.00	"TSCA"		345.00	3.66			
7.00	"B3"	28.00	"ABBA"		150.00	3.89			
7.00	"B3"	29.00	"TSCA"		146.00	3.45			
7.00	"B3"	30.00	"ABBA"		155.00	4.30			
7.00	"B5"	1.00	"ABBA"		338.00	5.30			
7.00	"B5"	2.00	"ABBA"		194.00	5.21			
7.00	"B5"	3.00	"ABBA"		209.00	4.84			
7.00	"B5"	4.00	"PIRU"		248.00	2.64			
7.00	"B5"	5.00	"ABBA"						
7.00	"B5"	6.00	"ABBA"						
7.00	"B5"	7.00	"ABBA"		325.00	5.58			
7.00	"B5"	8.00	"ABBA"		6.00	5.32			
7.00	"B5"	9.00	"ABBA"		22.00	5.30			
7.00	"B5"	10.00	"ABBA"		228.00	3.34			
7.00	"B5"	11.00	"ABBA"						
7.00	"B5"	12.00	"ABBA"		121.00	4.95			
7.00	"B5"	13.00	"ABBA"		13.00	5.09	2		
7.00	"B5"	14.00	"TSCA"		142.00	0.65			
7.00	"B6"	1.00	"ABBA"		157.00	4.15		48.00	
7.00	"B6"	2.00	"ABBA"		149.00	5.00			
7.00	"B6"	3.00	"ABBA"		189.00	5.03			
7.00	"B6"	4.00	"TSCA"		350.00	4.65			
7.00	"B6"	5.00	"ABBA"		200.00	4.90			
7.00	"B6"	6.00	"ABBA"		227.00	4.75			
7.00	"B6"	7.00	"ABBA"		244.00	4.05		50.00	
7.00	"B6"	8.00	"ABBA"		273.00	2.05			
7.00	"B6"	9.00	"ABBA"		133.00	1.60			
7.00	"B6"	10.00	"TSCA"	"W"	35.00	4.00			
7.00	"B6"	11.00	"TSCA"						
7.00	"B6"	12.00	"ABBA"		142.00	2.82			
7.00	"B6"	13.00	"ABBA"		140.00	3.13			
7.00	"B6"	14.00	"TSCA"		160.00	3.48			
7.00	"B6"	15.00	"TSCA"		165.00	2.71			
7.00	"B6"	16.00	"TSCA"		186.00	3.21			
7.00	"B6"	17.00	"TSCA"		210.00	4.08			
7.00	"B6"	18.00	"ABBA"		235.00	5.07			
7.00	"B6"	19.00	"TSCA"		326.00	5.59			
7.00	"B6"	20.00	"ABBA"		10.00	4.91			
7.00	"B6"	21.00	"ABBA"		25.00	5.51			
7.00	"B6"	22.00	"ABBA"		42.00	4.41			
7.00	"B6"	23.00	"TSCA"		30.00	2.84			
7.00	"B6"	24.00	"ABBA"		54.00	3.02			
7.00	"B7"	1.00	"ABBA"		342.00				
7.00	"B7"	2.00	"ALIN"		152.00	4.49			
7.00	"B7"	3.00	"ABBA"		341.00				
7.00	"B7"	4.00	"ABBA"		28.00				
7.00	"B7"	5.00	"ABBA"		219.00	5.13			
7.00	"B7"	6.00	"ABBA"		37.00				
7.00	"B7"	7.00	"PIST"						
7.00	"B7"	8.00	"PIST"		267.00	2.67			
7.00	"B7"	9.00	"ABBA"		141.00				
7.00	"B7"	12.00	"ABBA"		270.00				
7.00	"B7"	13.00	"ABBA"						
7.00	"B7"	14.00	"ABBA"		317.00				
7.00	"B7"	15.00	"ABBA"		99.00	3.86			
7.00	"B7"	16.00	"ABBA"		74.00	3.51			
7.00	"B7"	17.00	"ABBA"		95.00	2.42			
7.00	"B7"	18.00	"PIST"		266.00	5.01			
7.00	"B7"	19.00	"ABBA"		67.00				
7.00	"B7"	20.00	"ABBA"		197.00	5.33			
7.00	"B7"	21.00	"ABBA"		123.00	1.76	10		
7.00	"B7"	22.00	"ABBA"		33.00	3.62	11		
7.00	"B7"	23.00	"ABBA"		2.00	1.91			
7.00	"B7"	24.00	"ABBA"		25.00	2.03			
7.00	"B7"	25.00	"ABBA"		9.00	2.73			
7.00	"B7"	26.00	"ABBA"		30.00	3.51			
7.00	"B7"	27.00	"ABBA"		25.00	5.28			
7.00	"B7"	28.00	"ABBA"		37.00	5.08			
7.00	"B7"	29.00	"ABBA"		59.00	5.20			
7.00	"B7"	30.00	"ABBA"		90.00	2.97			
7.00	"B7"	31.00	"PIST"		93.00	2.70			
7.00	"B7"	32.00	"ABBA"		95.00	4.75			
7.00	"B7"	33.00	"ACRU"		150.00	4.63			
7.00	"B7"	34.00	"ACRU"		150.00	4.64			
7.00	"B7"	35.00	"ACRU"		150.00	4.94			
7.00	"B7"	36.00	"ACRU"		150.00	4.32			
7.00	"B7"	37.00	"ABBA"		270.00	2.55			
7.00	"B7"	38.00	"ABBA"		255.00	1.01			
7.00	"B7"	39.00	"ABBA"		293.00	1.64			
7.00	"B7"	40.00	"ABBA"		330.00	2.55			
7.00	"B7"	41.00	"ABBA"		285.00	3.24			
7.00	"B7"	42.00	"ABBA"		275.00	4.00			
7.00	"B7"	43.00	"ABBA"		295.00	5.22			
7.00	"B7"	44.00	"ABBA"		310.00	4.75			
7.00	"B7"	45.00	"ABBA"		330.00	5.49			
7.00	"C3"	1.00	"TSCA"		255.00	1.11			
7.00	"C3"	2.00	"TSCA"		257.00	1.11			
7.00	"C3"	3.00	"ACRU"		238.00	2.21			
7.00	"C3"	4.00	"ABBA"						
7.00	"C3"	5.00	"ABBA"						
7.00	"C3"	6.00	"ABBA"						
7.00	"C3"	7.00	"ABBA"						
7.00	"C3"	8.00	"ABBA"		109.00	3.36			
7.00	"C4"	1.00	"ABBA"		223.00	2.03			
7.00	"C4"	2.00	"ABBA"		230.00	1.78			
7.00	"C4"	3.00	"ACRU"		115.00	2.70			
7.00	"C4"	4.00	"ACRU"		119.00	5.46			
7.00	"C4"	5.00	"ABBA"						
7.00	"C4"	6.00	"ABBA"	"W"					
7.00	"C4"	7.00	"PIRU"		90.00	5.23			
7.00	"C4"	8.00	"TSCA"		70.00	4.77			
7.00	"C6"	1.00	"ABBA"						
7.00	"C6"	2.00	"ABBA"						
7.00	"C6"	3.00	"ABBA"						
7.00	"C6"	4.00	"ABBA"						
7.00	"C6"	5.00	"PIRU"						
7.00	"C6"	6.00	"ABBA"						
7.00	"C6"	7.00	"QURU"						
7.00	"C6"	8.00	"ABBA"						
7.00	"C6"	9.00	"ABBA"						
7.00	"C6"	10.00	"ABBA"						
7.00	"C6"	11.00	"ABBA"						
7.00	"C6"	12.00	"ABBA"						
7.00	"C6"	13.00	"ABBA"						
7.00	"C6"	14.00	"ABBA"						
7.00	"C6"	15.00	"ABBA"						
7.00	"C6"	16.00	"ABBA"						
7.00	"C6"	17.00	"ABBA"						
7.00	"C6"	18.00	"ABBA"						
7.00	"C6"	19.00	"ABBA"						
7.00	"C6"	20.00	"ABBA"						
7.00	"C6"	21.00	"ABBA"						
7.00	"C6"	22.00	"ABBA"						
7.00	"C6"	23.00	"ABBA"						
7.00	"C6"	24.00	"ABBA"						
7.00	"C6"	25.00	"ABBA"						
7.00	"C7"	1.00	"ABBA"						
7.00	"C7"	2.00	"ABBA"						
7.00	"C7"	3.00	"ABBA"						
7.00	"C7"	4.00	"ABBA"						
7.00	"C7"	5.00	"ABBA"						
7.00	"C7"	6.00	"ABBA"						
7.00	"C7"	7.00	"ABBA"						
7.00	"C7"	8.00	"ABBA"						
7.00	"C7"	9.00	"ABBA"						
7.00	"C7"	10.00	"ABBA"						
7.00	"C7"	11.00	"ABBA"						
7.00	"C7"	12.00	"ABBA"						
7.00	"C7"	13.00	"ABBA"						
7.00	"C7"	14.00	"ABBA"						
7.00	"C7"	15.00	"ABBA"						
7.00	"C7"	16.00	"ABBA"						
7.00	"C7"	17.00	"ABBA"						
7.00	"C7"	18.00	"ABBA"						
7.00	"C7"	19.00	"ABBA"						
7.00	"C7"	20.00	"ABBA"						
7.00	"C7"	21.00	"ABBA"						
7.00	"C7"	22.00	"ALIN"						
7.00	"C7"	23.00	"ABBA"						
7.00	"C7"	24.00	"TSCA"						
7.00	"C7"	25.00	"ABBA"						
7.00	"C7"	26.00	"ABBA"						
7.00	"C7"	27.00	"ALIN"						
7.00	"C7"	28.00	"ABBA"						
7.00	"C7"	29.00	"ABBA"						
7.00	"C7"	30.00	"FRAM"						
7.00	"C7"	31.00	"ABBA"						
7.00	"C7"	32.00	"ABBA"						
7.00	"C7"	33.00	"ABBA"						
7.00	"C7"	34.00	"ABBA"						
7.00	"C7"	35.00	"ABBA"						
7.00	"C7"	36.00	"TSCA"						
7.00	"C7"	37.00	"ABBA"						
7.00	"D2"	1.00	"ABBA"						
7.00	"D2"	2.00	"ACRU"	"S"					
7.00	"D2"	3.00	"ABBA"						
7.00	"D2"	4.00	"ABBA"						
7.00	"D2"	5.00	"ABBA"						
7.00	"D2"	6.00	"ABBA"						
7.00	"D2"	7.00	"ABBA"						
7.00	"D2"	8.00	"TSCA"						
7.00	"D2"	9.00	"ABBA"						
7.00	"D2"	10.00	"ABBA"						
7.00	"D2"	11.00	"ACRU"						
7.00	"D2"	12.00	"ACRU"						
7.00	"D2"	13.00	"ABBA"						
7.00	"D2"	14.00	"ABBA"						
7.00	"D2"	15.00	"ABBA"						
7.00	"D2"	16.00	"ABBA"						
7.00	"D2"	17.00	"ABBA"						
7.00	"D3"	1.00	"TSCA"						
7.00	"D3"	2.00	"ABBA"						
7.00	"D3"	3.00	"ACRU"						
7.00	"D3"	4.00	"ACRU"						
7.00	"D3"	5.00	"ABBA"						
7.00	"D3"	6.00	"ABBA"						
7.00	"D3"	7.00	"ABBA"						
7.00	"D3"	8.00	"ABBA"						
7.00	"D3"	9.00	"ABBA"						
7.00	"D3"	10.00	"ABBA"						
7.00	"D3"	11.00	"ABBA"						
7.00	"D3"	12.00	"ABBA"						
7.00	"D3"	13.00	"ABBA"						
7.00	"D4"	1.00	"ABBA"						
7.00	"D4"	2.00	"ALIN"						
7.00	"D4"	3.00	"ALIN"						
7.00	"D4"	4.00	"ABBA"						
7.00	"D4"	5.00	"PIRU"						
7.00	"D4"	6.00	"PIRU"						
7.00	"D4"	7.00	"PIRU"						
7.00	"D4"	8.00	"ABBA"						
7.00	"D4"	9.00	"ABBA"						
7.00	"D4"	10.00	"ABBA"						
7.00	"D4"	11.00	"ABBA"						
7.00	"D4"	12.00	"ABBA"						
7.00	"D4"	13.00	"PIRU"						
7.00	"D4"	14.00	"TSCA"						
7.00	"D4"	15.00	"ABBA"						
7.00	"D4"	16.00	"ABBA"						
7.00	"D4"	17.00	"ABBA"						
7.00	"D4"	18.00	"ABBA"						
7.00	"D4"	19.00	"ABBA"						
7.00	"D4"	20.00	"ABBA"						
7.00	"D4"	21.00	"ABBA"						
7.00	"D4"	22.00	"PIRU"						
7.00	"D4"	23.00	"ABBA"						
7.00	"D4"	24.00	"ABBA"						
7.00	"D4"	25.00	"PIRU"						
7.00	"D4"	26.00	"ABBA"						
7.00	"D4"	27.00	"ABBA"						
7.00	"D4"	28.00	"PIRU"						
7.00	"D4"	29.00	"ALIN"						
7.00	"D5"	1.00	"ABBA"						
7.00	"D5"	2.00	"ACRU"		344.00	3.60			
7.00	"D5"	3.00	"ABBA"		30.00	2.60			
7.00	"D5"	4.00	"ABBA"		241.00	3.40			
7.00	"D5"	5.00	"ABBA"		307.00	4.80			
7.00	"D5"	6.00	"PIRU"						
7.00	"D5"	7.00	"ABBA"		324.00	2.35			
7.00	"D5"	8.00	"PIRU"		355.00	4.89			
7.00	"D5"	9.00	"ABBA"						
7.00	"D5"	10.00	"PIRU"		244.00	4.10			
7.00	"D5"	11.00	"PIRU"		170.00	0.90			
7.00	"D5"	12.00	"ABBA"		232.00	4.48			
7.00	"D7"	1.00	"ABBA"		176.00	3.00			
7.00	"D7"	2.00	"ABBA"		206.00	4.35			
7.00	"D7"	3.00	"ABBA"						
7.00	"D7"	4.00	"ABBA"		110.00	5.60			
7.00	"D7"	5.00	"ABBA"		352.00	5.41			
7.00	"D7"	6.00	"ABBA"		49.00	0.95			
7.00	"D7"	7.00	"ABBA"		19.00	3.60			
7.00	"D7"	8.00	"ABBA"						
7.00	"D7"	9.00	"PIST"		18.00	5.00			
7.00	"D7"	10.00	"ABBA"		345.00	4.82			
7.00	"D7"	11.00	"POTR"		155.00	2.41			
7.00	"D7"	12.00	"POTR"		167.00	1.37			
7.00	"D7"	13.00	"POTR"		195.00	0.25			
7.00	"D7"	14.00	"POTR"		208.00	3.56			
7.00	"D7"	15.00	"POTR"		211.00	5.02			
7.00	"D7"	16.00	"ABBA"		209.00	5.24			
7.00	"D7"	17.00	"ABBA"		215.00	4.64			
7.00	"D7"	18.00	"ABBA"		198.00	2.93			
7.00	"D7"	19.00	"ABBA"		260.00	2.11			
7.00	"D7"	20.00	"POTR"		281.00	4.68			
7.00	"D7"	21.00	"ALIN"		305.00	5.60			
7.00	"D7"	22.00	"POTR"		332.00	4.28			
7.00	"D7"	23.00	"POTR"		335.00	2.32			
7.00	"E3"	1.00	"ACRU"						
7.00	"E3"	2.00	"TSCA"		144.00	3.53			
7.00	"E3"	3.00	"TSCA"						
7.00	"E3"	4.00	"TSCA"						
7.00	"E3"	5.00	"TSCA"		166.00	4.01			
7.00	"E3"	6.00	"TSCA"						
7.00	"E3"	7.00	"TSCA"		201.00	4.03			
7.00	"E3"	8.00	"TSCA"		204.00	4.61			
7.00	"E3"	9.00	"TSCA"						
7.00	"E3"	10.00	"TSCA"		227.00	4.48			
7.00	"E3"	11.00	"TSCA"		252.00	5.15			
7.00	"E3"	12.00	"TSCA"		242.00	4.89			
7.00	"E3"	13.00	"ABBA"		296.00	2.66			
7.00	"E5"	1.00	"ABBA"		155.00	3.20			
7.00	"E5"	2.00	"ABBA"						
7.00	"E5"	3.00	"ABBA"		183.00	5.02			
7.00	"E5"	4.00	"ABBA"		187.00	4.92			
7.00	"E5"	5.00	"ABBA"						
7.00	"E5"	6.00	"ABBA"						
7.00	"E5"	7.00	"ABBA"						
7.00	"E5"	8.00	"ABBA"		267.00	4.08			
7.00	"E5"	9.00	"ABBA"						
7.00	"E5"	10.00	"PIRU"		57.00	3.24			
7.00	"E5"	11.00	"ABBA"						
7.00	"E5"	12.00	"ABBA"						
7.00	"E5"	13.00	"ABBA"		99.00	3.78			
7.00	"E5"	14.00	"ABBA"						
7.00	"E5"	15.00	"ABBA"						
7.00	"E5"	16.00	"ABBA"						
7.00	"E5"	17.00	"ABBA"		143.00	4.74			
7.00	"E5"	18.00	"ABBA"		141.00	3.63			
7.00	"E5"	19.00	"ABBA"						
7.00	"E5"	20.00	"ABBA"		195.00	2.54	5		
7.00	"E5"	21.00	"ABBA"		10.00	5.26			
7.00	"E5"	22.00	"PIST"		180.00	5.36			
7.00	"F2"	1.00	"ABBA"		148.00	2.09			
7.00	"F2"	2.00	"ABBA"		142.00	3.67			
7.00	"F2"	3.00	"ABBA"						
7.00	"F2"	4.00	"ACRU"						
7.00	"F2"	5.00	"PIRU"		174.00	5.26			
7.00	"F2"	6.00	"ABBA"		279.00	3.44			
7.00	"F2"	7.00	"ACRU"		274.00	4.31			
7.00	"F2"	8.00	"ABBA"		259.50	4.61			
7.00	"F2"	9.00	"ABBA"						
7.00	"F2"	10.00	"ACRU"						
7.00	"F2"	11.00	"ABBA"		4.00	1.52			
7.00	"F2"	12.00	"ABBA"		55.00	1.78			
7.00	"F2"	13.00	"ABBA"		17.00	2.44			
7.00	"F2"	14.00	"ABBA"		337.50	3.68			
7.00	"F2"	15.00	"ABBA"		355.00	4.85			
7.00	"F2"	16.00	"ABBA"		112.50	1.96			
7.00	"F2"	17.00	"ABBA"						
7.00	"F2"	18.00	"ABBA"		68.00	5.52			
7.00	"F2"	19.00	"ABBA"		138.50	5.52			
7.00	"F2"	20.00	"ABBA"		256.00	4.24			
7.00	"F3"	1.00	"ACRU"						
7.00	"F3"	2.00	"TSCA"						
7.00	"F3"	3.00	"TSCA"		154.00	4.14		84.00	
7.00	"F3"	4.00	"TSCA"		261.00	4.98			
7.00	"F3"	5.00	"TSCA"						
7.00	"F3"	6.00	"TSCA"		319.00	4.96			
