"RA"	"PLOT"	"DATE"	"CREW"	"OS."	"TREE_CODE"	"INV"	"NT/MT"	"DBH"	"COND"	"CC"	"ST"	"LI"	"LLC"	"HT"	"BAD"	"NOTES"
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	15	"FRAM"	1.00	"NT"	10.50	0.00	"I"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	15	"FRAM"	2.00		17.70	0.00	"C"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	15	"FRAM"	3.00		15.30	0.00		"B"	3				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	15	"FRAM"	4.00		16.20	0.00		"C"	4				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	16	"TSCA"	1.00	"NT"	9.70	0.00	"O"						
5.00	"E3"	7/1/2001 0:00:00		16	"TSCA"	2.00			8.00							
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	16	"TSCA"	3.00			789.00							
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	16	"TSCA"	4.00			9.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	17	"ACRU"	1.00	"NT"	18.10	0.00	"O"						
5.00	"E3"	4/1/1996 0:00:00		17	"ACRU"	1.10			7.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	18	"THOC"	1.00	"NT"	21.10	0.00	"O"						
5.00	"E3"	4/1/1996 0:00:00		18	"THOC"	1.10			7.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	19	"ACRU"	1.00	"NT"	25.80	0.00	"C"						
5.00	"E3"	4/1/1996 0:00:00		19	"ACRU"	1.10			7.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	20	"ACRU"	1.00	"NT"	24.90	0.00	"I"						
5.00	"E3"	4/1/1996 0:00:00		20	"ACRU"	1.10			7.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	21	"ABBA"	1.00	"NT"	10.00	0.00	"O"						
5.00	"E3"	4/1/1996 0:00:00		21	"ABBA"	1.10			7.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	22	"TSCA"	1.00	"NT"	23.50	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	22	"TSCA"	2.00		25.10	0.00	"C"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	22	"TSCA"	3.00		26.20	0.00		"B"	2				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	22	"TSCA"	4.00		28.30	0.00		"C"	3	7	16		
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	23	"ACRU"	1.00	"NT"	25.40	0.00	"C"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	23	"ACRU"	2.00		26.80	0.00	"C"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	23	"ACRU"	3.00		28.70	0.00		"B"	4				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	23	"ACRU"	4.00		30.20	0.00		"B"	5				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	24	"THOC"	1.00	"NT"	19.80	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	24	"THOC"	2.00		20.40	2.00	"I"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	24	"THOC"	3.00		21.70	0.00		"C"	1				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	24	"THOC"	4.00		22.60	0.00		"C"	1				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	25	"ABBA"	1.00	"NT"	9.60	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	25	"ABBA"	2.00		10.60	0.00	"O"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	25	"ABBA"	3.00		10.90	0.00		"C"	0				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	25	"ABBA"	4.00		11.60	0.00		"C"	1				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	26	"THOC"	1.00	"NT"	18.10	0.00	"I"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	26	"THOC"	2.00		19.00	0.00	"I"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	26	"THOC"	3.00		20.30	0.00		"B"	1				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	26	"THOC"	4.00		21.50	0.00		"C"	2	5	17		
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	27	"ABBA"	1.00	"NT"	12.20	0.00	"I"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	27	"ABBA"	2.00		12.80	0.00	"I"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	27	"ABBA"	3.00			9.00							
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	27	"ABBA"	4.00			9.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	28	"ABBA"	1.00	"NT"	9.80	0.00	"I"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	28	"ABBA"	2.00		11.00	0.00	"I"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	28	"ABBA"	3.00		12.30	0.00		"C"	1				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	28	"ABBA"	4.00	"MT"	14.50	0.00		"C"	1				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	29	"ABBA"	1.00	"NT"	11.70	3.00	"O"						
5.00	"E3"	4/1/1996 0:00:00		29	"ABBA"	1.10			7.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	30	"ACRU"	1.00	"NT"	36.60	0.00	"D"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	30	"ACRU"	2.00		37.50	0.00	"C"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	30	"ACRU"	3.00		39.80	0.00		"B"	5				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	30	"ACRU"	4.00		42.00	0.00		"B"	5				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	31	"ACRU"	1.00	"NT"	18.30	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	31	"ACRU"	2.00		18.40	0.00	"I"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	31	"ACRU"	3.00		19.50	0.00		"B"	1				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	31	"ACRU"	4.00		19.60	0.00		"C"	1				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	32	"TSCA"	1.00	"NT"	16.30	0.00	"I"						
5.00	"E3"	7/1/2001 0:00:00	"ST,KG,AS"	32	"TSCA"	2.00			7.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	33	"ACRU"	1.00	"NT"	19.30	0.00	"C"						
5.00	"E3"	7/1/2001 0:00:00		33	"ACRU"	2.00			8.00							
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	33	"ACRU"	3.00			789.00							
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	33	"ACRU"	4.00			9.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	34	"TSCA"	1.00	"NT"	20.40	0.00	"O"						
5.00	"E3"	4/1/1996 0:00:00		34	"TSCA"	1.10			7.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	35	"TSCA"	1.00	"NT"	23.60	0.00	"C"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	35	"TSCA"	2.00		30.70	0.00	"C"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	35	"TSCA"	3.00		32.80	0.00		"B"	1				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	35	"TSCA"	4.00		33.00	0.00		"C"	1	8	16		
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	36	"BEPA"	1.00	"NT"	25.60	0.00	"I"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	36	"BEPA"	2.00		22.80	3.00	"I"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	36	"BEPA"	3.00		24.00	0.00		"B"	3				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	36	"BEPA"	4.00		23.60	4.00		"B"	2				"DBH TAKEN 14CM>DBH DEFECT"
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	37	"THOC"	1.00	"NT"	27.30	0.00	"I"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	37	"THOC"	2.00		33.00	0.00	"I"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	37	"THOC"	3.00		33.10	5.00		"B"	1				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	37	"THOC"	4.00		34.20	5.00		"C"	2				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	38	"TSCA"	1.00	"NT"	10.80	0.00	"I"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	38	"TSCA"	2.00		11.30	0.00	"O"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	38	"TSCA"	3.00		11.30	0.00		"C"	0				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	38	"TSCA"	4.00		11.60	0.00		"C"	0				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	39	"TSCA"	1.00	"NT"	18.20	0.00	"I"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	39	"TSCA"	2.00		18.30	0.00	"O"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	39	"TSCA"	3.00		19.00	5.00		"C"	1				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	39	"TSCA"	4.00		19.50	5.00		"C"	1	4	11		"DIST=6.0M"
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	40	"TSCA"	1.00	"NT"	28.10	0.00	"C"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	40	"TSCA"	2.00		29.80	5.00	"I"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	40	"TSCA"	3.00			9.00							
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	40	"TSCA"	4.00			9.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	41	"TSCA"	1.00	"NT"	31.60	0.00	"C"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	41	"TSCA"	2.00		32.30	0.00	"C"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	41	"TSCA"	3.00		32.80	0.00		"B"	1				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	41	"TSCA"	4.00		33.60	0.00		"B"	2				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	42	"THOC"	1.00	"NT"	10.30	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	42	"THOC"	2.00		10.40	0.00	"O"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	42	"THOC"	3.00		10.80	0.00		"C"	0				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	42	"THOC"	4.00		11.30	0.00		"C"	0				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	43	"POGR"	1.00	"NT"	44.00	0.00	"D"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	43	"POGR"	2.00		49.70	0.00	"D"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	43	"POGR"	3.00		55.40	0.00		"A"	5				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	43	"POGR"	4.00		55.10	0.00		"B"	3	11	31		"LAST MSMT WAS LOW"
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	44	"TSCA"	1.00	"NT"	10.30	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	44	"TSCA"	2.00		10.90	0.00	"O"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	44	"TSCA"	3.00		12.10	0.00		"C"	0				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	44	"TSCA"	4.00		13.40	0.00		"C"	1				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	45	"THOC"	1.00	"NT"	13.40	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	45	"THOC"	2.00		13.60	0.00	"O"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	45	"THOC"	3.00		14.40	0.00		"C"	0				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	45	"THOC"	4.00		15.40	0.00		"C"	0				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	46	"THOC"	1.00	"NT"	10.10	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	46	"THOC"	2.00		9.90	0.00	"O"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	46	"THOC"	3.00		9.90	0.00		"C"	0				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	46	"THOC"	4.00		10.00	4.00		"C"	0				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	47	"TSCA"	1.00	"NT"	27.50	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	47	"TSCA"	2.00		28.60	0.00	"C"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	47	"TSCA"	3.00		29.10	0.00		"B"	0				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	47	"TSCA"	4.00		31.20	3.00		"B"	1	9	17		
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	48	"TSCA"	1.00	"NT"	29.90	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	48	"TSCA"	2.00		31.50	0.00	"C"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	48	"TSCA"	3.00		31.90	0.00		"B"	1				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	48	"TSCA"	4.00		32.50	0.00		"B"	1				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	49	"THOC"	1.00	"NT"	27.30	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	49	"THOC"	2.00		28.00	0.00	"C"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	49	"THOC"	3.00		28.20	0.00		"B"	1				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	49	"THOC"	4.00		28.70	0.00		"C"	1				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	50	"TSCA"	1.00	"NT"	11.10	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	50	"TSCA"	2.00		11.20	0.00	"I"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	50	"TSCA"	3.00		11.90	0.00		"C"	0				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	50	"TSCA"	4.00		12.30	0.00		"C"	0				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	51	"ABBA"	1.00	"NT"	14.00	0.00	"I"						
5.00	"E3"	7/1/2001 0:00:00		51	"ABBA"	2.00			8.00							
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	51	"ABBA"	3.00			9.00							
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	51	"ABBA"	4.00			9.00							
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	52	"THOC"	2.00	"NT"	15.20	0.00	"O"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	52	"THOC"	3.00		15.50	0.00		"C"	0				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	52	"THOC"	4.00		15.70	0.00		"C"	0	4	10		
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	53	"THOC"	2.00	"NT"	24.90	0.00	"I"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	53	"THOC"	3.00		25.10	0.00		"B"	0				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	53	"THOC"	4.00		26.00	0.00		"C"	1				
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	54	"ABBA"	3.00	"NT"	10.00	0.00		"C"	0				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	54	"ABBA"	4.00		10.70	0.00		"C"	1				
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	55	"ABBA"	3.00	"NT"	12.20	0.00		"C"	2				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	55	"ABBA"	4.00		14.60	0.00		"C"	1				
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	1	"THOC"	1.00	"NT"	32.10	0.00	"I"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	1	"THOC"	2.00		32.00	0.00	"I"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	1	"THOC"	3.00		33.90	0.00		"B"	0				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	1	"THOC"	4.00		39.20	0.00		"B"	1				
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	2	"POTR"	1.00	"NT"	21.00	0.00	"I"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	2	"POTR"	2.00		24.80	0.00	"C"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	2	"POTR"	3.00		28.80	0.00		"B"	4				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	2	"POTR"	4.00		31.40	0.00		"A"	3				
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	3	"POTR"	1.00	"NT"	10.80	0.00	"I"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	3	"POTR"	2.00		11.20	0.00	"C"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	3	"POTR"	3.00			9.00							
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	3	"POTR"	4.00			9.00							
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	4	"POTR"	1.00	"NT"	30.50	0.00	"C"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	4	"POTR"	2.00		34.50	0.00	"C"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	4	"POTR"	3.00		38.50	0.00		"A"	4				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	4	"POTR"	4.00		42.20	0.00		"B"	4				
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	5	"POTR"	1.00	"NT"	16.10	0.00	"I"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	5	"POTR"	2.00		20.30	0.00	"C"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	5	"POTR"	3.00		23.10	0.00		"B"	1				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	5	"POTR"	4.00		25.30	0.00		"B"	4	18	24		
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	6	"TSCA"	1.00	"NT"	10.20	0.00	"O"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	6	"TSCA"	2.00		10.50	0.00	"O"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	6	"TSCA"	3.00		11.20	3.00		"C"	0				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	6	"TSCA"	4.00		11.30	3.00		"C"	1				"LOWSIDE"
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	7	"FRAM"	1.00	"NT"	16.30	0.00	"C"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	7	"FRAM"	2.00		18.10	0.00	"C"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	7	"FRAM"	3.00		19.30	0.00		"B"	1				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	7	"FRAM"	4.00		20.30	0.00		"B"	2				
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	8	"ABBA"	1.00	"NT"	9.90	0.00	"O"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	8	"ABBA"	2.00		11.20	0.00	"O"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	8	"ABBA"	3.00		12.00	0.00		"C"	0				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	8	"ABBA"	4.00		12.50	0.00		"C"	1				
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	9	"BEPA"	1.00	"NT"	29.70	0.00	"I"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	9	"BEPA"	2.00		30.60	0.00	"C"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	9	"BEPA"	3.00		32.70	0.00		"B"	4				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	9	"BEPA"	4.00		25.00	0.00		"B"	1	11	19		"20CM ABOVE DEFECT"
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	10	"THOC"	1.00	"NT"	22.60	0.00	"O"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	10	"THOC"	2.00		23.40	0.00	"I"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	10	"THOC"	3.00		24.20	0.00		"B"	1				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	10	"THOC"	4.00		25.50	0.00		"B"	1				
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	11	"THOC"	1.00	"NT"	24.10	0.00	"O"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	11	"THOC"	2.00		25.20	0.00	"I"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	11	"THOC"	3.00		25.80	0.00		"B"	1				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	11	"THOC"	4.00		26.10	5.00		"C"	1				
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	12	"THOC"	1.00	"NT"	25.30	0.00	"O"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	12	"THOC"	2.00		26.10	0.00	"I"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	12	"THOC"	3.00		26.00	0.00		"B"	1				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	12	"THOC"	4.00		26.30	0.00		"B"	1				
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	13	"TSCA"	1.00	"NT"	25.30	0.00	"O"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	13	"TSCA"	2.00		17.80	0.00	"O"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	13	"TSCA"	3.00		18.50	0.00		"C"	1				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	13	"TSCA"	4.00		18.60	0.00		"C"	0	4	11		"LOWSIDE"
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	14	"BEPA"	1.00	"NT"	24.30	0.00	"C"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	14	"BEPA"	2.00		24.90	0.00	"C"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	14	"BEPA"	3.00			9.00							
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	14	"BEPA"	4.00			9.00							
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	15	"TSCA"	1.00	"NT"	13.80	0.00	"I"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	15	"TSCA"	2.00		13.90	3.00	"O"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	15	"TSCA"	3.00			9.00							
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	15	"TSCA"	4.00			9.00							
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	16	"TSCA"	1.00	"NT"	34.50	4.00	"I"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	16	"TSCA"	2.00		32.80	0.00	"O"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	16	"TSCA"	3.00		33.30	0.00		"B"	3				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	16	"TSCA"	4.00		34.20	0.00		"C"	2				
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	17	"POTR"	1.00	"NT"	20.80	0.00	"C"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	17	"POTR"	2.00		24.50	0.00	"C"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	17	"POTR"	3.00		28.00	0.00		"A"	4				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	17	"POTR"	4.00		29.80	0.00		"B"	5				
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	18	"ABBA"	1.00	"NT"	12.00	0.00	"O"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	18	"ABBA"	2.00		13.60	0.00	"O"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	18	"ABBA"	3.00		14.20	0.00		"C"	1				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	18	"ABBA"	4.00		15.30	0.00		"C"	2				
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	19	"TSCA"	1.00	"NT"	10.80	0.00	"I"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	19	"TSCA"	2.00		11.60	0.00	"O"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	19	"TSCA"	3.00			9.00							
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	19	"TSCA"	4.00			9.00							
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	20	"ACRU"	1.00	"NT"	10.00	0.00	"I"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	20	"ACRU"	2.00		11.00	0.00	"C"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	20	"ACRU"	3.00		11.20	0.00		"B"	3				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	20	"ACRU"	4.00		12.00	0.00		"B"	1	11	16		
5.00	"E5"	6/26/1995 0:00:00	"KB, TT, MM, MM"	21	"ACRU"	1.00	"NT"	11.70	0.00	"I"						
5.00	"E5"	5/23/2001 0:00:00	"LC, BP, MP"	21	"ACRU"	2.00		12.50	0.00	"I"						
5.00	"E5"	7/1/2006 0:00:00	"ST,KG,MJ,AS"	21	"ACRU"	3.00		12.50	0.00		"B"	3				
5.00	"E5"	7/22/2010 0:00:00	"HV;KB;SJ"	21	"ACRU"	4.00		12.40	3.00		"C"	1				"LOWSIDE"
