"RA"	"PLOT"	"DATE"	"CREW"	"OS."	"TREE_CODE"	"INV"	"NT/MT"	"DBH"	"COND"	"CC"	"ST"	"LI"	"LLC"	"HT"	"BAD"	"NOTES"
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	12	"ACRU"	4.00		20.00	0.00		"B"	2				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	13	"FRAM"	1.00	"NT"	10.90	0.00	"I"						
5.00	"E2"	7/1/2001 0:00:00	"ST,KG,AS"	13	"FRAM"	2.00			8.00							
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	14	"ABBA"	1.00	"NT"	12.10	0.00	"O"						
5.00	"E2"	7/1/2001 0:00:00		14	"ABBA"	2.00			8.00							
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	14	"ABBA"	3.00		13.50	0.00		"C"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	14	"ABBA"	4.00		13.10	0.00		"C"	0	8	13		"LAST MEASURED LOW"
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	15	"TSCA"	1.00	"NT"	24.50	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	15	"TSCA"	2.00		25.20	0.00	"I"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	15	"TSCA"	3.00		26.30	0.00		"B"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	15	"TSCA"	4.00		26.60	5.00		"C"	0				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	16	"TSCA"	1.00	"NT"	39.80	0.00	"C"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	16	"TSCA"	2.00		39.00	0.00	"C"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	16	"TSCA"	3.00		40.40	0.00		"B"	3				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	16	"TSCA"	4.00		40.90	0.00		"B"	1				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	17	"TSCA"	1.00	"NT"	11.60	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	17	"TSCA"	2.00		12.80	0.00	"O"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	17	"TSCA"	3.00		13.60	0.00		"C"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	17	"TSCA"	4.00		14.30	0.00		"C"	0				"LAST MEASURED LOW"
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	18	"ABBA"	1.00	"NT"	11.60	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	18	"ABBA"	2.00		12.30	0.00	"O"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	18	"ABBA"	3.00		13.20	0.00		"C"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	18	"ABBA"	4.00		13.20	0.00		"C"	0	11	13		"LAST MEASURED LOW"
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	19	"ACRU"	1.00	"NT"	13.30	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	19	"ACRU"	2.00		27.70	0.00	"C"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	19	"ACRU"	3.00		28.80	0.00		"B"	3				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	19	"ACRU"	4.00		28.30	0.00		"B"	2				"LAST MEASURED LOW"
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	20	"ACRU"	1.00	"NT"	26.50	0.00	"C"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	20	"ACRU"	2.00		13.30	0.00	"O"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	20	"ACRU"	3.00		13.50	0.00		"C"	1				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	20	"ACRU"	4.00		13.40	0.00		"B"	3				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	21	"ACRU"	1.00	"NT"	27.30	0.00	"C"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	21	"ACRU"	2.00		28.00	0.00	"C"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	21	"ACRU"	3.00		28.70	0.00		"B"	3				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	21	"ACRU"	4.00		29.30	0.00		"B"	3				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	22	"THOC"	1.00	"NT"	19.80	4.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	22	"THOC"	2.00		19.70	2.00	"O"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	22	"THOC"	3.00			9.00							
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	22	"THOC"	4.00			9.00							
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	23	"TSCA"	1.00	"NT"	9.80	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	23	"TSCA"	2.00		11.00	0.00	"O"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	23	"TSCA"	3.00		11.40	0.00		"D"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	23	"TSCA"	4.00		11.90	0.00		"C"	0	4	7		
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	24	"THOC"	1.00	"NT"	21.00	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	24	"THOC"	2.00		21.60	0.00	"O"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	24	"THOC"	3.00		21.80	0.00		"C"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	24	"THOC"	4.00		22.20	0.00		"C"	1				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	25	"ACRU"	1.00	"NT"	24.10	0.00	"C"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	25	"ACRU"	2.00		25.50	0.00	"C"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	25	"ACRU"	3.00		27.80	0.00		"B"	2				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	25	"ACRU"	4.00		28.00	0.00		"B"	3				"LAST MEASURED LOW"
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	26	"TSCA"	1.00	"NT"	26.40	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	26	"TSCA"	2.00		26.90	0.00	"I"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	26	"TSCA"	3.00		27.40	0.00		"B"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	26	"TSCA"	4.00		27.90	0.00		"B"	1				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	27	"TSCA"	1.00	"NT"	10.30	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	27	"TSCA"	2.00		10.10	0.00	"O"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	27	"TSCA"	3.00		10.00	0.00		"D"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	27	"TSCA"	4.00		9.80	0.00		"C"	0	4	6		"LAST MEASURED LOW"
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	28	"TSCA"	1.00	"NT"	35.30	0.00	"I"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	28	"TSCA"	2.00		36.00	0.00	"C"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	28	"TSCA"	3.00		37.00	0.00		"B"	2				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	28	"TSCA"	4.00		37.90	0.00		"B"	2				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	29	"ACRU"	1.00	"NT"	35.30	0.00	"C"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	29	"ACRU"	2.00		34.30	0.00	"C"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	29	"ACRU"	3.00		34.50	0.00		"B"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	29	"ACRU"	4.00		34.40	3.00		"B"	3				"LAST MEASURED LOW"
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	30	"TSCA"	1.00	"NT"	25.30	3.00	"O"						
5.00	"E2"	7/1/2001 0:00:00	"ST,KG,AS"	30	"TSCA"	2.00			8.00							
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	31	"THOC"	1.00	"NT"	29.60	0.00	"I"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	31	"THOC"	2.00		31.30	0.00	"I"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	31	"THOC"	3.00		31.80	5.00		"B"	2				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	31	"THOC"	4.00		33.00	5.00		"C"	1				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	32	"ACRU"	1.00	"NT"	12.30	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	32	"ACRU"	2.00		12.50	0.00	"O"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	32	"ACRU"	3.00		12.50	3.00		"C"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	32	"ACRU"	4.00			9.00							
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	33	"ACRU"	1.00	"NT"	36.50	0.00	"C"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	33	"ACRU"	2.00		38.40	0.00	"C"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	33	"ACRU"	3.00		39.40	0.00		"B"	4				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	33	"ACRU"	4.00		38.60	0.00		"B"	3	12	24		"""30CM ABOVE DBH"
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	34	"FRAM"	1.00	"NT"	10.00	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	34	"FRNI"	2.00		11.00	0.00	"I"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	34	"FRNI"	3.00		13.60	4.00		"C"	1				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	34	"FRAM"	4.00		13.60	0.00		"C"	1				"SPECIES=FRAM PREVIOUS NOTED AS FRNI; LAST MEASURED LOW"
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	36	"TSCA"	1.00	"NT"	24.00	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	36	"TSCA"	2.00		25.80	0.00	"C"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	36	"TSCA"	3.00		26.50	0.00		"B"	1				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	36	"TSCA"	4.00		27.80	0.00		"C"	2				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	37	"FRAM"	1.00	"NT"	12.20	0.00	"I"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	37	"FRNI"	2.00		12.80	0.00	"C"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	37	"FRNI"	3.00		12.70	0.00		"B"	1				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	37	"FRAM"	4.00		12.20	0.00		"C"	1				"SPECIES=FRAM PREVIOUS NOTED AS FRNI"
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	38	"FRAM"	1.00	"NT"	13.20	0.00	"I"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	38	"FRNI"	2.00		13.10	0.00	"I"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	38	"FRNI"	3.00		13.50	0.00		"B"	2				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	38	"FRNI"	4.00			9.00							
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	39	"FRAM"	1.00	"NT"	12.50	0.00	"I"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	39	"FRNI"	2.00		13.00	0.00	"I"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	39	"FRNI"	3.00		13.90	0.00		"B"	1				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	39	"FRNI"	4.00		14.80	0.00		"B"	2	12	22		
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	40	"THOC"	1.00	"NT"	12.20	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	40	"THOC"	2.00		12.60	0.00	"O"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	40	"THOC"	3.00		13.50	0.00		"C"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	40	"THOC"	4.00		13.40	0.00		"C"	0				"LAST MEASURED LOW"
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	41	"ABBA"	1.00	"NT"	11.80	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	41	"ABBA"	2.00		12.70	0.00	"O"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	41	"ABBA"	3.00		13.20	0.00		"C"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	41	"ABBA"	4.00		13.80	0.00		"C"	0				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	42	"POTR"	1.00	"NT"	33.50	0.00	"D"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	42	"POTR"	2.00		35.60	0.00	"C"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	42	"POTR"	3.00		37.80	0.00		"B"	5				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	42	"POTR"	4.00		40.90	0.00		"A"	4				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	43	"ABBA"	1.00	"NT"	16.80	0.00	"I"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	43	"ABBA"	2.00		19.00	0.00	"I"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	43	"ABBA"	3.00			9.00							
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	43	"ABBA"	4.00			9.00							
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	44	"ABBA"	1.00	"NT"	15.20	0.00	"I"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	44	"ABBA"	2.00		16.90	0.00	"I"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	44	"ABBA"	3.00			9.00							
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	44	"ABBA"	4.00			9.00							
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	45	"THOC"	1.00	"NT"	33.60	0.00	"I"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	45	"THOC"	2.00		34.90	0.00	"C"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	45	"THOC"	3.00		36.30	0.00		"B"	1				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	45	"THOC"	4.00		37.50	0.00		"B"	3	5	19		
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	46	"FRAM"	1.00	"NT"	12.50	0.00	"I"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	46	"FRAM"	2.00		13.50	0.00	"I"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	46	"FRAM"	3.00		14.30	0.00		"B"	1				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	46	"FRAM"	4.00		15.10	0.00		"B"	3				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	47	"THOC"	1.00	"NT"	11.10	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	47	"THOC"	2.00		12.00	5.00	"O"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	47	"THOC"	3.00		12.00	5.00		"D"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	47	"THOC"	4.00		11.90	35.00		"D"	1				"LAST MEASURED LOW"
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	48	"ACSA"	1.00	"NT"	15.60	0.00	"I"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	48	"ACSA"	2.00		16.90	0.00	"C"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	48	"ACSA"	3.00		18.50	0.00		"B"	3				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	48	"ACSA"	4.00		21.70	0.00		"B"	3				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	49	"TSCA"	1.00	"NT"	12.40	0.00	"O"						
5.00	"E2"	7/1/2001 0:00:00		49	"TSCA"	2.00			8.00							
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	49	"TSCA"	3.00			9.00							
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	49	"TSCA"	4.00			9.00							
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	50	"ACRU"	1.00	"NT"	34.30	0.00	"C"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	50	"ACRU"	2.00		34.00	0.00	"C"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	50	"ACRU"	3.00		35.30	0.00		"B"	2				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	50	"ACRU"	4.00		34.70	0.00		"B"	3	12	19		
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	51	"ACRU"	1.00	"NT"	25.40	0.00	"I"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	51	"ACRU"	2.00		25.30	0.00	"I"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	51	"ACRU"	3.00		26.20	0.00		"C"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	51	"ACRU"	4.00		26.00	5.00		"B"	1				"""10CM ABOVE DBH"
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	52	"FRAM"	1.00	"NT"	16.30	0.00	"I"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	52	"FRNI"	2.00		17.30	0.00	"I"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	52	"FRNI"	3.00		17.40	0.00		"B"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	52	"FRNI"	4.00		17.60	0.00		"B"	1				
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	53	"TSCA"	1.00	"NT"	40.20	0.00	"I"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	53	"TSCA"	2.00		39.50	3.00	"I"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	53	"TSCA"	3.00			9.00							
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	53	"TSCA"	4.00			9.00							
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	54	"THOC"	1.00	"NT"	19.60	0.00	"O"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	54	"THOC"	2.00		20.10	0.00	"O"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	54	"THOC"	3.00		21.20	0.00		"C"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	54	"THOC"	4.00		22.00	0.00		"C"	1	4	14		
5.00	"E2"	6/26/1995 0:00:00	"KB, TT, MM, MM"	55	"ACSA"	1.00	"NT"	16.20	0.00	"I"						
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	55	"ACSA"	2.00		17.10	0.00	"C"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	55	"ACSA"	3.00		17.80	0.00		"B"	1				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	55	"ACSA"	4.00		18.00	0.00		"B"	1				
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	56	"TSCA"	2.00	"NT"	9.90	0.00	"O"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	56	"TSCA"	3.00		10.30	0.00		"C"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	56	"TSCA"	4.00		11.00	0.00		"C"	0				
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	57	"FRNI"	2.00	"NT"	9.80	0.00	"I"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	57	"FRNI"	3.00		10.60	0.00		"C"	1				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	57	"FRNI"	4.00		11.00	0.00		"C"	1				
5.00	"E2"	5/24/2001 0:00:00	"MRS, JB, ML"	58	"TSCA"	2.00	"NT"	10.50	0.00	"O"						
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	58	"TSCA"	3.00		11.70	0.00		"B"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	58	"TSCA"	4.00		13.10	0.00		"C"	1	3	12		
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	59	"TSCA"	3.00	"NT"	9.60	0.00		"D"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	59	"TSCA"	4.00		9.50	0.00		"C"	0				"LAST MEASURED LOW"
5.00	"E2"	7/1/2006 0:00:00	"ST,KG,AS"	60	"ABBA"	3.00	"NT"	9.80	0.00		"C"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	60	"ABBA"	4.00		10.20	0.00		"C"	1				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	61	"TSCA"	4.00	"NT"	9.50	0.00		"C"	0				
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	62	"ABBA"	4.00	"NT"	10.60	0.00		"C"	1	4	6		
5.00	"E2"	7/26/2010 0:00:00	"KB;SJ;AS"	63	"TSCA"	4.00	"NT"	10.60	0.00		"C"	1				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	1	"THOC"	1.00	"NT"	28.20	0.00	"C"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	1	"THOC"	2.00		29.20	0.00	"I"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	1	"THOC"	3.00		31.20	0.00		"B"	3				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	1	"THOC"	4.00		31.70	0.00		"B"	1				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	2	"ACRU"	1.00	"NT"	24.90	0.00	"C"						
5.00	"E3"	4/1/1996 0:00:00		2	"ACRU"	1.10			7.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	3	"TSCA"	1.00	"NT"	23.00	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	3	"TSCA"	2.00		24.50	0.00	"C"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	3	"TSCA"	3.00		25.30	0.00		"B"	2				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	3	"TSCA"	4.00		26.10	0.00		"C"	2				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	4	"THOC"	1.00	"NT"	13.30	0.00	"O"						
5.00	"E3"	7/1/2001 0:00:00		4	"THOC"	2.00			8.00							
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	4	"THOC"	3.00			789.00							
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	4	"THOC"	4.00			9.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	5	"ACRU"	1.00	"NT"	31.90	0.00	"C"						
5.00	"E3"	4/1/1996 0:00:00		5	"ACRU"	1.10			7.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	6	"FRAM"	1.00	"NT"	27.60	0.00	"C"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	6	"FRNI"	2.00		29.80	0.00	"D"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	6	"FRNI"	3.00		31.80	0.00		"B"	5				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	6	"FRAM"	4.00		33.60	0.00		"B"	3				"SPECIES=FRAM PREVIOUS NOTED AS FRNI"
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	7	"TSCA"	1.00	"NT"	29.50	0.00	"O"						
5.00	"E3"	4/1/1996 0:00:00		7	"TSCA"	1.10			7.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	8	"TSCA"	1.00	"NT"	26.80	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	8	"TSCA"	2.00		27.70	0.00	"C"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	8	"TSCA"	3.00		30.30	0.00		"B"	1				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	8	"TSCA"	4.00		31.10	0.00		"B"	2	6	16		
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	9	"ACRU"	1.00	"NT"	17.80	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	9	"ACRU"	2.00		18.30	0.00	"I"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	9	"ACRU"	3.00		18.60	4.00		"B"	0				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	9	"ACRU"	4.00		18.30	0.00		"B"	1				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	10	"ABBA"	1.00	"NT"	13.90	0.00	"O"						
5.00	"E3"	4/1/1996 0:00:00		10	"ABBA"	1.10			7.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	11	"THOC"	1.00	"NT"	28.30	0.00	"O"						
5.00	"E3"	5/23/2001 0:00:00	"MRS, JB, ML"	11	"THOC"	2.00		28.50	0.00	"C"						
5.00	"E3"	7/1/2006 0:00:00	"ST,KG,AS"	11	"THOC"	3.00		30.50	0.00		"B"	3				
5.00	"E3"	7/22/2010 0:00:00	"HV;KB;SJ"	11	"THOC"	4.00		31.20	0.00		"B"	3				
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	12	"ACRU"	1.00	"NT"	31.00	0.00	"I"						
5.00	"E3"	4/1/1996 0:00:00		12	"ACRU"	1.10			7.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	13	"ACRU"	1.00	"NT"	26.10	0.00	"I"						
5.00	"E3"	4/1/1996 0:00:00		13	"ACRU"	1.10			7.00							
5.00	"E3"	6/26/1995 0:00:00	"KB, TT, MM, MM"	14	"TSCA"	1.00	"NT"	15.30	0.00	"O"						
5.00	"E3"	4/1/1996 0:00:00		14	"TSCA"	1.10			7.00							
